 num     #instances         #bytes  class name (module)
  38:         28995         695880  org.spec.jbb.core.collections.ConcurrentHashMultiSet$Entry
  39:         38832         621312  java.util.concurrent.atomic.AtomicInteger (java.base)
  40:         23459         563016  org.spec.jbb.sm.coupon.GenericCoupon
  41:          4709         561200  java.lang.Class (java.base)
  42:         32590         521440  org.spec.jbb.core.probe.EmptyProbe
  43:         32546         520736  java.util.concurrent.ConcurrentHashMap$EntrySetView (java.base)
  44:         14410         461120  org.spec.jbb.sm.coupon.SpecificCoupon
  45:         27133         434128  java.util.HashMap$EntrySet (java.base)
  46:         26971         431536  java.util.HashMap$Values (java.base)
  47:           345         358800  [Ljava.util.concurrent.ForkJoinTask; (java.base)
  48:          3578         314864  java.lang.reflect.Method (java.base)
  49:           661         259112  org.glassfish.grizzly.threadpool.DefaultWorkerThread
  50:          3953         158120  org.spec.jbb.sm.ShoppingCartItem
  51:          3753         150120  java.util.LinkedHashMap$Entry (java.base)
  52:           460         132568  [C (java.base)
  53:          1826         131472  java.lang.reflect.Field (java.base)
  54:          5327         127848  org.spec.jbb.infra.TransferLogsAgent$Frame
  55:          7529         120464  java.lang.Object (java.base)
  56:          5415         120080  [Ljava.lang.Class; (java.base)
  57:           345         104880  java.util.concurrent.ForkJoinPool$WorkQueue (java.base)
  58:          3752          90048  org.glassfish.grizzly.attributes.UnsafeAttributeHolder$Holder
  59:          1158          83376  java.lang.reflect.Constructor (java.base)
  60:          1986          79440  sun.util.locale.LocaleObjectCache$CacheEntry (java.base)
  61:           826          66080  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base)
  62:           172          64672  java.util.concurrent.ForkJoinWorkerThread (java.base)
  63:          2286          54864  java.util.ArrayDeque (java.base)
  64:           565          54240  org.glassfish.grizzly.nio.SelectorRunner
  65:           595          47600  [Ljava.util.WeakHashMap$Entry; (java.base)
  66:           718          45952  java.lang.Class$ReflectionData (java.base)
  67:           565          45200  sun.nio.ch.EPollSelectorImpl (java.base)
  68:           938          45024  org.glassfish.grizzly.attributes.UnsafeAttributeHolder
  69:           740          41440  java.util.LinkedHashMap (java.base)
  70:           758          40416  [Ljava.nio.ByteBuffer; (java.base)
  71:           991          37072  [Ljava.lang.String; (java.base)
  72:           561          35904  org.spec.jbb.core.threadpools.ForkJoinBatchTask
  73:           699          33552  java.lang.invoke.MemberName (java.base)
  74:          1033          33056  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base)
  75:          1011          32352  java.util.Locale (java.base)
  76:          1010          32320  sun.util.locale.BaseLocale (java.base)
  77:          1340          32160  java.lang.Class$AnnotationData (java.base)
  78:           661          31728  org.glassfish.grizzly.memory.HeapMemoryManager$HeapBufferThreadLocalPool
  79:           991          31712  sun.util.locale.BaseLocale$Key (java.base)
  80:          1274          30576  java.util.concurrent.ConcurrentLinkedQueue (java.base)
  81:           595          28560  java.util.WeakHashMap (java.base)
  82:           235          28200  java.io.ObjectStreamClass (java.base)
  83:          1143          27432  org.spec.jbb.core.purchase.PurchaseItem
  84:           677          27080  java.io.ObjectStreamField (java.base)
  85:           778          24896  com.sun.xml.bind.v2.runtime.Name
  86:           277          24376  org.glassfish.grizzly.filterchain.FilterChainContext
  87:           604          24160  java.security.AccessControlContext (java.base)
  88:           279          23344  [Lcom.sun.xml.bind.v2.util.QNameMap$Entry;
  89:           189          22640  [Lorg.glassfish.grizzly.ThreadCache$ObjectCacheElement;
  90:           906          21744  javax.xml.namespace.QName (java.xml)
  91:           666          21312  com.sun.xml.bind.v2.util.QNameMap$Entry
  92:           332          21248  com.sun.xml.bind.v2.model.impl.RuntimeElementPropertyInfoImpl
  93:           651          20832  [Lorg.glassfish.grizzly.filterchain.DefaultFilterChain$FilterStateElement;
  94:           377          20600  [Ljava.lang.reflect.Method; (java.base)
  95:           634          20288  java.lang.ref.ReferenceQueue (java.base)
  96:           252          20160  com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl
  97:           252          20160  com.sun.xml.bind.v2.runtime.ClassBeanInfoImpl
  98:           502          20080  java.lang.invoke.MethodType (java.base)
  99:           826          19824  java.lang.ThreadLocal$ThreadLocalMap (java.base)
 100:           247          19760  jdk.internal.reflect.DelegatingClassLoader (java.base)
 101:           565          18080  org.glassfish.grizzly.threadpool.FixedThreadPool$BasicWorker
 102:           318          17808  java.lang.Module (java.base)
 103:           505          16160  java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry (java.base)
 104:           208          15808  [Ljava.lang.ref.SoftReference; (java.base)
 105:           641          15384  java.security.Provider$ServiceKey (java.base)
 106:           239          15296  java.security.Provider$Service (java.base)
 107:           955          15280  java.util.concurrent.atomic.AtomicReference (java.base)
 108:           938          15008  org.glassfish.grizzly.attributes.UnsafeAttributeHolder$IndexedAttributeAccessorImpl
 109:            28          14784  [Ljava.util.concurrent.atomic.AtomicLong; (java.base)
 110:           585          14040  java.util.concurrent.ConcurrentLinkedDeque$Node (java.base)
 111:           584          14016  com.sun.istack.FinalArrayList
 112:           576          13824  [Ljava.security.ProtectionDomain; (java.base)
 113:           570          13680  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base)
 114:           566          13584  java.lang.invoke.ResolvedMethodName (java.base)
 115:           332          13280  com.sun.xml.bind.v2.model.impl.RuntimeTypeRefImpl
 116:           552          13248  java.util.concurrent.ConcurrentLinkedDeque (java.base)
 117:           552          13248  org.spec.jbb.core.objectpool.SimplePool
 118:           542          13120  [Ljava.lang.reflect.Constructor; (java.base)
 119:           398          12736  java.lang.invoke.LambdaForm$Name (java.base)
 120:           773          12368  java.lang.Integer (java.base)
 121:           511          12264  java.util.concurrent.LinkedBlockingDeque$Node (java.base)
 122:           511          12264  org.spec.jbb.core.objectpool.PerKeyQueuePool$LazyFactoryCall
 123:           252          12096  com.sun.xml.bind.v2.runtime.unmarshaller.StructureLoader
 124:            93          11904  org.glassfish.grizzly.nio.transport.TCPNIOConnection
 125:           290          11736  [J (java.base)
 126:           365          11680  java.lang.ref.WeakReference (java.base)
 127:           270          11616  [Lorg.spec.jbb.core.comm.Response;
 128:           469          11256  org.glassfish.grizzly.ThreadCache$ObjectCacheElement
 129:           277          11080  org.glassfish.grizzly.filterchain.InternalContextImpl
 130:           276          11040  java.security.ProtectionDomain (java.base)
 131:           341          10912  jdk.internal.math.FDBigInteger (java.base)
 132:           272          10880  java.security.CodeSource (java.base)
 133:           668          10688  java.util.concurrent.atomic.AtomicBoolean (java.base)
 134:           444          10656  java.util.ImmutableCollections$Set12 (java.base)
 135:           665          10640  org.glassfish.grizzly.ThreadCache$ObjectCache
 136:           436          10464  com.sun.xml.bind.v2.runtime.unmarshaller.ChildLoader
 137:            93          10416  sun.nio.ch.SocketChannelImpl (java.base)
 138:            28          10304  java.lang.Thread (java.base)
 139:           636          10176  java.lang.ref.ReferenceQueue$Lock (java.base)
 140:           126          10080  java.util.logging.LogRecord (java.logging)
 141:           279           9832  [Ljava.lang.reflect.Field; (java.base)
 142:           404           9696  java.lang.module.ModuleDescriptor$Exports (java.base)
 143:           580           9280  java.util.Collections$UnmodifiableSet (java.base)
 144:           190           9120  com.sun.xml.bind.v2.runtime.property.SingleElementNodeProperty
 145:           565           9040  java.nio.channels.spi.AbstractSelector$1 (java.base)
 146:           565           9040  sun.nio.ch.EventFD (java.base)
 147:           565           9040  sun.nio.ch.Util$2 (java.base)
 148:           279           8928  com.sun.xml.bind.v2.util.QNameMap
 149:           278           8896  org.glassfish.grizzly.filterchain.InvokeAction
 150:           370           8880  org.spec.jbb.core.comm.transport.TransportPipeline
 151:           277           8864  java.util.RegularEnumSet (java.base)
 152:           277           8864  org.glassfish.grizzly.filterchain.FilterChainContext$TransportContext
 153:           359           8616  sun.reflect.annotation.AnnotationInvocationHandler (java.base)
 154:           177           8496  java.util.logging.LogManager$LoggerWeakRef (java.logging)
 155:           260           8320  jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl (java.base)
 156:           259           8288  sun.security.util.KnownOIDs (java.base)
 157:           340           8160  java.util.Collections$UnmodifiableRandomAccessList (java.base)
 158:           336           8064  com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl$RuntimePropertySeed
 159:           252           8064  com.sun.xml.bind.v2.runtime.LifecycleMethods
 160:           251           8032  jdk.internal.loader.NativeLibraries (java.base)
 161:           334           8016  com.sun.xml.bind.v2.model.impl.FieldPropertySeed
 162:           334           8016  com.sun.xml.bind.v2.runtime.reflect.Accessor$FieldReflection
 163:           500           8000  org.spec.jbb.hq.entity.Category
 164:           332           7968  com.sun.xml.bind.v2.model.impl.ElementPropertyInfoImpl$1
 165:           281           7960  [Ljava.io.ObjectStreamField; (java.base)
 166:           194           7760  org.glassfish.grizzly.asyncqueue.TaskQueue
 167:           480           7680  org.spec.jbb.core.tx.response.OkResponse
 168:           235           7520  java.io.ObjectStreamClass$WeakClassKey (java.base)
 169:           184           7360  org.spec.jbb.core.comm.transport.encryption.PooledJavaSecurityEncryptionLayer
 170:           224           7168  org.spec.jbb.core.sequencer.RangeSequencer
 171:           110           7040  java.net.URL (java.base)
 172:           278           6672  org.glassfish.grizzly.filterchain.StopAction
 173:           104           6656  java.nio.DirectByteBuffer (java.base)
 174:           277           6648  [Lorg.glassfish.grizzly.IOEventLifeCycleListener;
 175:           277           6648  org.glassfish.grizzly.Context$MinimalisticArrayList
 176:           204           6528  jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl (java.base)
 177:           194           6208  java.net.InetAddress$InetAddressHolder (java.base)
 178:           372           5952  org.spec.jbb.core.comm.transport.EmptyLayer
 179:           252           5856  [Lcom.sun.xml.bind.v2.runtime.property.Property;
 180:           179           5728  java.lang.module.ModuleDescriptor$Requires (java.base)
 181:           234           5616  java.security.Provider$UString (java.base)
 182:            70           5600  java.net.URI (java.base)
 183:           224           5376  java.util.jar.Attributes$Name (java.base)
 184:           335           5360  java.util.LinkedHashMap$LinkedValues (java.base)
 185:           223           5352  java.io.ObjectStreamClass$ClassDataSlot (java.base)
 186:           219           5328  [Ljavax.xml.namespace.QName; (java.xml)
 187:           133           5320  org.spec.jbb.sm.entity.ShippingOrder
 188:           165           5280  org.spec.jbb.core.comm.Packet$Header
 189:            93           5208  org.glassfish.grizzly.asyncqueue.AsyncWriteQueueRecord
 190:            93           5208  org.glassfish.grizzly.asyncqueue.RecordWriteResult
 191:             5           5200  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base)
 192:           130           5200  java.io.ObjectStreamClass$FieldReflector (java.base)
 193:           130           5200  java.io.ObjectStreamClass$FieldReflectorKey (java.base)
 194:            72           5184  org.spec.jbb.sm.tx.OnlinePurchaseTransaction
 195:           214           5136  com.sun.xml.bind.v2.runtime.property.TagAndType
 196:           212           5088  java.util.Collections$SingletonList (java.base)
 197:           159           5088  java.util.logging.LogManager$LogNode (java.logging)
 198:           210           5040  com.sun.xml.bind.v2.runtime.output.Encoded
 199:           157           5024  org.glassfish.grizzly.utils.ArraySet
 200:           157           5024  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki)
 201:           125           5000  java.io.FileDescriptor (java.base)
 202:            87           4872  java.util.logging.Logger (java.logging)
 203:           101           4848  org.spec.jbb.util.PositiveIntProperty
 204:           102           4840  [Ljava.lang.invoke.LambdaForm$Name; (java.base)
 205:           150           4800  java.lang.invoke.LambdaForm$NamedFunction (java.base)
 206:           118           4720  com.sun.xml.bind.v2.runtime.property.SingleElementLeafProperty
 207:           146           4672  java.lang.Package (java.base)
 208:            97           4656  java.lang.invoke.LambdaForm (java.base)
 209:           194           4656  java.net.InetSocketAddress$InetSocketAddressHolder (java.base)
 210:            97           4656  sun.nio.ch.SelectionKeyImpl (java.base)
 211:           145           4640  jdk.internal.reflect.NativeConstructorAccessorImpl (java.base)
 212:           193           4632  java.util.ImmutableCollections$List12 (java.base)
 213:            72           4608  java.lang.module.ModuleDescriptor (java.base)
 214:           190           4560  org.glassfish.grizzly.utils.Holder$3
 215:           188           4512  java.net.Inet4Address (java.base)
 216:            93           4464  [[Lorg.glassfish.grizzly.filterchain.DefaultFilterChain$FilterStateElement;
 217:            93           4464  sun.nio.ch.SocketAdaptor (java.base)
 218:           277           4432  org.glassfish.grizzly.filterchain.FilterChainContext$1
 219:           276           4416  [Ljava.security.Principal; (java.base)
 220:           276           4416  java.security.ProtectionDomain$Key (java.base)
 221:           184           4416  org.spec.jbb.core.comm.transport.encapsulation.PooledJAXBEncapsulationLayer
 222:           105           4200  org.spec.jbb.sm.ShoppingCart
 223:             3           4192  [Ljava.lang.Thread; (java.base)
 224:           256           4096  java.lang.Byte (java.base)
 225:           256           4096  java.lang.Short (java.base)
 226:           170           4080  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base)
 227:           126           4032  com.sun.xml.bind.v2.runtime.unmarshaller.LeafPropertyXsiLoader
 228:           126           4032  java.lang.invoke.MethodTypeForm (java.base)
 229:           125           4000  java.lang.invoke.DirectMethodHandle (java.base)
 230:           165           3960  org.spec.jbb.core.comm.Packet
 231:            70           3920  jdk.internal.module.ModuleReferenceImpl (java.base)
 232:            96           3840  jdk.internal.ref.Cleaner (java.base)
 233:            96           3840  org.glassfish.grizzly.threadpool.SyncThreadPool$SyncThreadWorker
 234:            95           3800  org.glassfish.grizzly.nio.DirectByteBufferRecord
 235:           157           3768  java.util.concurrent.CopyOnWriteArrayList (java.base)
 236:           149           3576  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base)
 237:            88           3520  java.util.logging.Logger$ConfigurationData (java.logging)
 238:           141           3496  [Ljava.io.ObjectStreamClass$ClassDataSlot; (java.base)
 239:           214           3424  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base)
 240:           107           3424  org.spec.jbb.core.collections.HashMultiSet
 241:            34           3408  [Ljava.lang.invoke.MethodHandle; (java.base)
 242:           140           3360  java.util.ImmutableCollections$SetN (java.base)
 243:           100           3200  sun.nio.fs.UnixPath (java.base)
 244:           194           3104  java.net.InetSocketAddress (java.base)
 245:            97           3104  org.glassfish.grizzly.attributes.IndexedAttributeHolder
 246:            97           3104  sun.nio.ch.DummySocketImpl (java.base)
 247:           129           3096  java.time.Instant (java.base)
 248:            96           3072  java.nio.DirectByteBuffer$Deallocator (java.base)
 249:           128           3064  [Ljava.util.logging.Handler; (java.logging)
 250:           126           3024  com.sun.xml.bind.v2.runtime.unmarshaller.LeafPropertyLoader
 251:           186           2976  org.spec.jbb.core.comm.transport.encapsulation.JavaSerializationEncapsulationLayer
 252:           184           2944  javax.crypto.spec.IvParameterSpec (java.base)
 253:           184           2944  org.spec.jbb.core.comm.transport.compression.GZipCompressionLayer
 254:           184           2944  org.spec.jbb.core.comm.transport.encapsulation.PooledJAXBEncapsulationLayer$1
 255:           184           2944  org.spec.jbb.core.comm.transport.encapsulation.PooledJAXBEncapsulationLayer$2
 256:           184           2944  org.spec.jbb.core.comm.transport.encryption.PooledJavaSecurityEncryptionLayer$1
 257:            23           2944  sun.nio.fs.UnixFileAttributes (java.base)
 258:           122           2928  com.sun.xml.bind.v2.runtime.reflect.TransducedAccessor$CompositeTransducedAccessorImpl
 259:           149           2848  [Lsun.reflect.generics.tree.TypeArgument; (java.base)
 260:            10           2800  java.util.concurrent.ConcurrentHashMap$CounterCell (java.base)
 261:            56           2688  com.sun.xml.bind.v2.runtime.LeafBeanInfoImpl
 262:           112           2688  org.spec.jbb.core.tx.TransactionContext
 263:             3           2624  [[B (java.base)
 264:            24           2496  java.util.jar.JarFile$JarFileEntry (java.base)
 265:            52           2496  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base)
 266:           155           2480  jdk.internal.reflect.DelegatingConstructorAccessorImpl (java.base)
 267:           103           2472  [[C (java.base)
 268:            76           2432  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnit
 269:           149           2384  jdk.proxy2.$Proxy10 (jdk.proxy2)
 270:           149           2384  sun.reflect.generics.tree.ClassTypeSignature (java.base)
 271:            74           2368  org.spec.jbb.sm.entity.InStorePickupOrder
 272:             5           2360  [Lorg.glassfish.grizzly.nio.SelectorRunner;
 273:            97           2328  [Ljava.nio.channels.SelectionKey; (java.base)
 274:            97           2328  org.glassfish.grizzly.attributes.IndexedAttributeHolder$Snapshot
 275:            97           2328  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap
 276:            12           2280  [Z (java.base)
 277:            57           2280  java.lang.invoke.VarHandle$AccessDescriptor (java.base)
 278:            93           2232  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap$ProcessorState
 279:           137           2192  org.glassfish.grizzly.monitoring.DefaultMonitoringConfig
 280:            53           2120  java.util.EnumMap (java.base)
 281:            53           2120  sun.security.util.NamedCurve (java.base)
 282:            66           2112  java.lang.invoke.BoundMethodHandle$Species_L (java.base)
 283:            66           2112  java.lang.invoke.LambdaForm$Kind (java.base)
 284:            26           2080  org.glassfish.grizzly.threadpool.ThreadPoolConfig
 285:            86           2064  com.sun.xml.bind.v2.runtime.unmarshaller.XsiTypeLoader
 286:           128           2048  java.lang.Character (java.base)
 287:            62           1984  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base)
 288:            49           1960  java.lang.invoke.DirectMethodHandle$Constructor (java.base)
 289:            49           1960  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base)
 290:             5           1904  [Ljava.lang.Integer; (java.base)
 291:           119           1904  org.spec.jbb.util.RangeIntProperty$1
 292:            47           1880  java.lang.invoke.DirectMethodHandle$Accessor (java.base)
 293:            13           1872  [Ljava.lang.invoke.MemberName; (java.base)
 294:           116           1856  jdk.proxy2.$Proxy2 (jdk.proxy2)
 295:            23           1840  java.util.zip.ZipFile$Source (java.base)
 296:            57           1824  org.spec.jbb.util.IntegerProperty
 297:           113           1808  org.spec.jbb.core.comm.transport.BinaryData
 298:            75           1800  org.glassfish.grizzly.strategies.WorkerThreadIOStrategy$WorkerThreadRunnable
 299:            27           1728  org.spec.jbb.sm.tx.InStorePurchaseTransaction
 300:            53           1696  java.security.spec.EllipticCurve (java.base)
 301:            53           1696  sun.security.util.ObjectIdentifier (java.base)
 302:            70           1680  java.lang.module.ModuleDescriptor$Provides (java.base)
 303:             5           1680  java.util.concurrent.ForkJoinPool (java.base)
 304:            35           1680  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base)
 305:            68           1632  java.util.concurrent.ForkJoinTask$Aux (java.base)
 306:            50           1600  java.util.Collections$UnmodifiableMap (java.base)
 307:            25           1600  java.util.zip.Inflater (java.base)
 308:            66           1584  com.sun.xml.bind.v2.runtime.unmarshaller.TextLoader
 309:            97           1552  org.glassfish.grizzly.attributes.IndexedAttributeHolder$IndexedAttributeAccessorImpl
 310:            97           1552  org.glassfish.grizzly.nio.NIOConnection$1
 311:            97           1552  org.glassfish.grizzly.nio.NIOConnection$7
 312:            97           1552  org.glassfish.grizzly.nio.NIOConnection$8
 313:            38           1520  java.lang.Package$VersionInfo (java.base)
 314:            63           1512  java.lang.module.ResolvedModule (java.base)
 315:            63           1512  jdk.internal.module.ModuleReferences$ExplodedModuleReader (java.base)
 316:            93           1488  org.glassfish.grizzly.Writer$Reentrant
 317:            93           1488  org.glassfish.grizzly.asyncqueue.RecordWriteResult$SettableHolder
 318:            93           1488  org.glassfish.grizzly.filterchain.DefaultFilterChain$FiltersState
 319:            93           1488  org.glassfish.grizzly.nio.transport.TCPNIOConnection$1
 320:            93           1488  org.glassfish.grizzly.nio.transport.TCPNIOConnection$2
 321:            92           1472  org.spec.jbb.sm.tx.request.OnlinePurchaseRequest
 322:            61           1464  sun.reflect.generics.factory.CoreReflectionFactory (java.base)
 323:            61           1464  sun.reflect.generics.scope.ClassScope (java.base)
 324:            60           1440  [Ljava.lang.reflect.Type; (java.base)
 325:            20           1440  org.spec.jbb.core.collections.ConcurrentCreateHashMap
 326:            22           1408  sun.security.ec.SunEC$ProviderServiceA (jdk.crypto.ec)
 327:            25           1400  java.io.FileCleanable (java.base)
 328:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base)
 329:             7           1344  org.glassfish.grizzly.nio.transport.TCPNIOTransport
 330:            54           1296  java.security.spec.ECPoint (java.base)
 331:            23           1288  java.util.jar.JarFile (java.base)
 332:            39           1280  [Ljava.math.BigInteger; (java.base)
 333:            20           1280  sun.security.ec.SunEC$ProviderService (jdk.crypto.ec)
 334:            52           1248  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base)
 335:            22           1232  org.glassfish.grizzly.memory.HeapMemoryManager$TrimmableHeapBuffer
 336:            38           1216  jdk.internal.reflect.NativeMethodAccessorImpl (java.base)
 337:            49           1176  org.spec.jbb.core.comm.LocationInfo
 338:            71           1136  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base)
 339:            28           1120  java.util.TreeMap$Entry (java.base)
 340:            70           1120  jdk.internal.module.ModuleReferences$$Lambda$4/0x000000080003eec0 (java.base)
 341:            23           1104  jdk.internal.loader.URLClassPath$JarLoader (java.base)
 342:             1           1096  [Lsun.security.util.KnownOIDs; (java.base)
 343:            27           1080  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base)
 344:            22           1056  java.lang.invoke.LambdaFormEditor$Transform (java.base)
 345:            22           1056  java.util.TreeMap (java.base)
 346:             1           1040  [Ljava.lang.Byte; (java.base)
 347:             1           1040  [Ljava.lang.Long; (java.base)
 348:             1           1040  [Ljava.lang.Short; (java.base)
 349:            43           1032  java.util.regex.Pattern$Slice (java.base)
 350:            42           1008  sun.reflect.generics.repository.FieldRepository (java.base)
 351:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base)
 352:            15            960  com.sun.crypto.provider.CipherCore (java.base)
 353:            30            960  java.security.Provider$EngineDescription (java.base)
 354:            40            960  java.util.ImmutableCollections$ListN (java.base)
 355:            15            960  javax.crypto.Cipher (java.base)
 356:            60            960  org.spec.jbb.sm.tx.request.InStorePurchaseRequest
 357:            30            960  org.spec.jbb.util.BooleanProperty
 358:            34            928  [Lorg.glassfish.grizzly.IOEvent;
 359:            57            912  org.spec.jbb.util.IntegerProperty$1
 360:            28            896  java.io.File (java.base)
 361:            37            888  java.lang.RuntimePermission (java.base)
 362:            54            864  org.spec.jbb.sm.tx.request.InstallmentPurchaseRequest
 363:             1            856  [Lcom.sun.xml.bind.v2.runtime.output.Encoded;
 364:             6            840  [D (java.base)
 365:            13            832  org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService (java.xml.crypto)
 366:            52            832  org.spec.jbb.core.comm.transport.ReferenceData
 367:            34            816  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base)
 368:            33            792  java.io.ObjectStreamClass$ExceptionInfo (java.base)
 369:             9            792  java.util.regex.Pattern (java.base)
 370:            14            784  com.sun.xml.bind.v2.runtime.property.ArrayElementNodeProperty
 371:            24            768  java.util.zip.ZipFile$CleanableResource (java.base)
 372:            23            736  java.io.RandomAccessFile (java.base)
 373:            46            736  org.spec.jbb.core.comm.transport.EmptyTransport
 374:            46            736  org.spec.jbb.core.comm.transport.NullTransport
 375:            30            720  java.util.Collections$SetFromMap (java.base)
 376:            44            704  org.spec.jbb.core.comm.requests.CompositeRequest
 377:            22            704  org.spec.jbb.util.EnumProperty
 378:            16            672  [Ljava.lang.invoke.MethodType; (java.base)
 379:            21            672  joptsimple.internal.AbbreviationMap
 380:            28            672  org.spec.jbb.core.collections.ConcurrentMultiMap$Entry
 381:            20            640  com.sun.xml.bind.v2.runtime.property.ArrayERProperty$ItemsLoader
 382:            20            640  sun.reflect.generics.repository.ClassRepository (java.base)
 383:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base)
 384:            26            624  java.security.spec.ECFieldF2m (java.base)
 385:            38            608  java.lang.constant.ReferenceClassDescImpl (java.base)
 386:            15            600  com.sun.crypto.provider.CipherBlockChaining (java.base)
 387:            15            600  java.lang.invoke.BoundMethodHandle$Species_LL (java.base)
 388:            25            600  java.security.Permissions (java.base)
 389:            25            600  java.util.zip.Inflater$InflaterZStreamRef (java.base)
 390:            10            576  [Ljava.util.Hashtable$Entry; (java.base)
 391:             9            576  com.sun.xml.bind.v2.runtime.output.NamespaceContextImpl$Element
 392:            24            576  com.sun.xml.bind.v2.runtime.property.ArrayERProperty$ReceiverImpl
 393:            18            576  java.util.LinkedList (java.base)
 394:             4            576  org.glassfish.grizzly.nio.transport.TCPNIOServerConnection
 395:            18            576  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base)
 396:            10            560  com.sun.xml.bind.v2.runtime.property.ArrayElementLeafProperty
 397:            10            560  java.nio.HeapByteBuffer (java.base)
 398:             7            560  java.util.concurrent.TimeUnit (java.base)
 399:            35            560  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base)
 400:            35            560  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base)
 401:            35            560  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base)
 402:            10            560  sun.invoke.util.Wrapper (java.base)
 403:            23            552  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base)
 404:            23            552  java.util.zip.ZipFile$Source$Key (java.base)
 405:            23            552  org.spec.jbb.core.comm.transport.TransportFactory
 406:            17            544  org.spec.jbb.infra.txinjector.BusinessRequestName
