 num     #instances         #bytes  class name (module)
  59:          1986          79440  sun.util.locale.LocaleObjectCache$CacheEntry (java.base)
  60:          3160          75840  org.glassfish.grizzly.attributes.UnsafeAttributeHolder$Holder
  61:          2304          73728  com.sun.org.apache.xerces.internal.xni.QName (java.xml)
  62:           827          66160  [Ljava.lang.ThreadLocal$ThreadLocalMap$Entry; (java.base)
  63:           169          63544  java.util.concurrent.ForkJoinWorkerThread (java.base)
  64:           704          56320  [Ljava.util.WeakHashMap$Entry; (java.base)
  65:          2286          54864  java.util.ArrayDeque (java.base)
  66:           565          54240  org.glassfish.grizzly.nio.SelectorRunner
  67:           745          47680  java.lang.Class$ReflectionData (java.base)
  68:          1894          45456  java.util.concurrent.ConcurrentLinkedQueue (java.base)
  69:           565          45200  sun.nio.ch.EPollSelectorImpl (java.base)
  70:          1319          42208  java.lang.ThreadLocal$ThreadLocalMap$Entry (java.base)
  71:           740          41440  java.util.LinkedHashMap (java.base)
  72:           766          40800  [Ljava.nio.ByteBuffer; (java.base)
  73:           790          37920  org.glassfish.grizzly.attributes.UnsafeAttributeHolder
  74:           717          34416  java.lang.invoke.MemberName (java.base)
  75:           704          33792  java.util.WeakHashMap (java.base)
  76:          1011          32352  java.lang.ref.WeakReference (java.base)
  77:          1011          32352  java.util.Locale (java.base)
  78:          1010          32320  sun.util.locale.BaseLocale (java.base)
  79:          1340          32160  java.lang.Class$AnnotationData (java.base)
  80:           666          31968  org.glassfish.grizzly.memory.HeapMemoryManager$HeapBufferThreadLocalPool
  81:           991          31712  sun.util.locale.BaseLocale$Key (java.base)
  82:           938          30016  [Lorg.glassfish.grizzly.filterchain.DefaultFilterChain$FilterStateElement;
  83:           237          28440  java.io.ObjectStreamClass (java.base)
  84:           352          28120  [J (java.base)
  85:           217          27776  org.glassfish.grizzly.nio.transport.TCPNIOConnection
  86:           681          27240  java.io.ObjectStreamField (java.base)
  87:           215          25760  [Lorg.glassfish.grizzly.ThreadCache$ObjectCacheElement;
  88:           633          25320  java.util.WeakHashMap$Entry (java.base)
  89:           778          24896  com.sun.xml.bind.v2.runtime.Name
  90:           217          24304  sun.nio.ch.SocketChannelImpl (java.base)
  91:           604          24160  java.security.AccessControlContext (java.base)
  92:           743          23776  java.lang.ref.ReferenceQueue (java.base)
  93:           493          23664  java.lang.StackTraceElement (java.base)
  94:           279          23344  [Lcom.sun.xml.bind.v2.util.QNameMap$Entry;
  95:          1451          23216  java.util.concurrent.atomic.AtomicReference (java.base)
  96:           906          21744  javax.xml.namespace.QName (java.xml)
  97:           666          21312  com.sun.xml.bind.v2.util.QNameMap$Entry
  98:           266          21280  jdk.internal.reflect.DelegatingClassLoader (java.base)
  99:           332          21248  com.sun.xml.bind.v2.model.impl.RuntimeElementPropertyInfoImpl
 100:           864          20736  com.sun.org.apache.xerces.internal.util.XMLStringBuffer (java.xml)
 101:           377          20600  [Ljava.lang.reflect.Method; (java.base)
 102:           509          20360  java.lang.invoke.MethodType (java.base)
 103:           252          20160  com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl
 104:           252          20160  com.sun.xml.bind.v2.runtime.ClassBeanInfoImpl
 105:           827          19848  java.lang.ThreadLocal$ThreadLocalMap (java.base)
 106:           337          18872  java.lang.Module (java.base)
 107:           576          18432  com.sun.xml.bind.v2.runtime.unmarshaller.Scope
 108:           756          18144  com.sun.org.apache.xerces.internal.xni.XMLString (java.xml)
 109:           565          18080  org.glassfish.grizzly.threadpool.FixedThreadPool$BasicWorker
 110:           442          17680  org.glassfish.grizzly.asyncqueue.TaskQueue
 111:           517          16544  java.lang.invoke.MethodType$ConcurrentWeakInternSet$WeakEntry (java.base)
 112:           208          15808  [Ljava.lang.ref.SoftReference; (java.base)
 113:           657          15768  java.util.concurrent.ConcurrentLinkedDeque$Node (java.base)
 114:           974          15584  java.lang.Integer (java.base)
 115:           641          15384  java.security.Provider$ServiceKey (java.base)
 116:           239          15296  java.security.Provider$Service (java.base)
 117:            36          15264  [Lcom.sun.org.apache.xerces.internal.util.SymbolTable$Entry; (java.xml)
 118:            28          14784  [Ljava.util.concurrent.atomic.AtomicLong; (java.base)
 119:           612          14688  com.sun.org.apache.xerces.internal.util.SymbolTable$Entry (java.xml)
 120:           442          14144  java.net.InetAddress$InetAddressHolder (java.base)
 121:           584          14016  com.sun.istack.FinalArrayList
 122:           577          13848  java.lang.invoke.ResolvedMethodName (java.base)
 123:           144          13824  [Lcom.sun.org.apache.xerces.internal.xni.QName; (java.xml)
 124:           576          13824  [Ljava.security.ProtectionDomain; (java.base)
 125:           288          13824  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute (java.xml)
 126:           569          13784  [Ljava.lang.reflect.Constructor; (java.base)
 127:           570          13680  java.util.concurrent.ConcurrentHashMap$KeySetView (java.base)
 128:           332          13280  com.sun.xml.bind.v2.model.impl.RuntimeTypeRefImpl
 129:           552          13248  java.util.concurrent.ConcurrentLinkedDeque (java.base)
 130:           552          13248  org.spec.jbb.core.objectpool.SimplePool
 131:            36          12960  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl (java.xml)
 132:           398          12736  java.lang.invoke.LambdaForm$Name (java.base)
 133:           792          12672  java.util.concurrent.atomic.AtomicBoolean (java.base)
 134:           790          12640  org.glassfish.grizzly.attributes.UnsafeAttributeHolder$IndexedAttributeAccessorImpl
 135:           511          12264  java.util.concurrent.LinkedBlockingDeque$Node (java.base)
 136:           511          12264  org.spec.jbb.core.objectpool.PerKeyQueuePool$LazyFactoryCall
 137:           252          12096  com.sun.xml.bind.v2.runtime.unmarshaller.StructureLoader
 138:           504          12096  org.glassfish.grizzly.ThreadCache$ObjectCacheElement
 139:           745          11920  java.lang.ref.ReferenceQueue$Lock (java.base)
 140:           295          11800  java.security.ProtectionDomain (java.base)
 141:           291          11640  java.security.CodeSource (java.base)
 142:           700          11200  org.spec.jbb.hq.entity.Category
 143:           341          10912  jdk.internal.math.FDBigInteger (java.base)
 144:           124          10912  org.glassfish.grizzly.filterchain.FilterChainContext
 145:           670          10720  org.glassfish.grizzly.ThreadCache$ObjectCache
 146:           444          10656  java.util.ImmutableCollections$Set12 (java.base)
 147:           442          10608  java.net.InetSocketAddress$InetSocketAddressHolder (java.base)
 148:           221          10608  sun.nio.ch.SelectionKeyImpl (java.base)
 149:           438          10512  org.glassfish.grizzly.utils.Holder$3
 150:           436          10464  com.sun.xml.bind.v2.runtime.unmarshaller.ChildLoader
 151:           436          10464  java.net.Inet4Address (java.base)
 152:           217          10416  sun.nio.ch.SocketAdaptor (java.base)
 153:           324          10368  com.sun.org.apache.xerces.internal.util.AugmentationsImpl$SmallContainer (java.xml)
 154:           323          10336  org.spec.jbb.core.sequencer.RangeSequencer
 155:            28          10304  java.lang.Thread (java.base)
 156:           249           9960  java.io.FileDescriptor (java.base)
 157:           279           9832  [Ljava.lang.reflect.Field; (java.base)
 158:           404           9696  java.lang.module.ModuleDescriptor$Exports (java.base)
 159:           245           9456  [S (java.base)
 160:           580           9280  java.util.Collections$UnmodifiableSet (java.base)
 161:           190           9120  com.sun.xml.bind.v2.runtime.property.SingleElementNodeProperty
 162:           565           9040  java.nio.channels.spi.AbstractSelector$1 (java.base)
 163:           565           9040  sun.nio.ch.EventFD (java.base)
 164:           565           9040  sun.nio.ch.Util$2 (java.base)
 165:           281           8992  org.glassfish.grizzly.utils.ArraySet
 166:           279           8928  com.sun.xml.bind.v2.util.QNameMap
 167:           370           8880  org.spec.jbb.core.comm.transport.TransportPipeline
 168:           277           8864  java.util.RegularEnumSet (java.base)
 169:           183           8784  java.util.logging.LogManager$LoggerWeakRef (java.logging)
 170:           270           8640  jdk.internal.loader.NativeLibraries (java.base)
 171:           359           8616  sun.reflect.annotation.AnnotationInvocationHandler (java.base)
 172:           260           8320  jdk.internal.reflect.UnsafeQualifiedStaticObjectFieldAccessorImpl (java.base)
 173:           259           8288  sun.security.util.KnownOIDs (java.base)
 174:           341           8184  java.util.Collections$UnmodifiableRandomAccessList (java.base)
 175:           336           8064  com.sun.xml.bind.v2.model.impl.RuntimeClassInfoImpl$RuntimePropertySeed
 176:           252           8064  com.sun.xml.bind.v2.runtime.LifecycleMethods
 177:           334           8016  com.sun.xml.bind.v2.model.impl.FieldPropertySeed
 178:           334           8016  com.sun.xml.bind.v2.runtime.reflect.Accessor$FieldReflection
 179:           283           8008  [Ljava.io.ObjectStreamField; (java.base)
 180:           332           7968  com.sun.xml.bind.v2.model.impl.ElementPropertyInfoImpl$1
 181:           237           7584  java.io.ObjectStreamClass$WeakClassKey (java.base)
 182:           233           7456  org.spec.jbb.sp.Invoice
 183:           184           7360  org.spec.jbb.core.comm.transport.encryption.PooledJavaSecurityEncryptionLayer
 184:            36           7200  com.sun.org.apache.xerces.internal.impl.XMLDTDScannerImpl (java.xml)
 185:           442           7072  java.net.InetSocketAddress (java.base)
 186:           221           7072  org.glassfish.grizzly.attributes.IndexedAttributeHolder
 187:           221           7072  sun.nio.ch.DummySocketImpl (java.base)
 188:           110           7040  java.net.URL (java.base)
 189:            36           6912  com.sun.org.apache.xerces.internal.parsers.XIncludeAwareParserConfiguration (java.xml)
 190:           107           6848  java.nio.DirectByteBuffer (java.base)
 191:           206           6592  jdk.internal.reflect.UnsafeQualifiedStaticLongFieldAccessorImpl (java.base)
 192:           134           6432  [[Lorg.glassfish.grizzly.filterchain.DefaultFilterChain$FilterStateElement;
 193:            36           6336  com.sun.org.apache.xerces.internal.impl.dtd.XMLNSDTDValidator (java.xml)
 194:           372           5952  org.spec.jbb.core.comm.transport.EmptyLayer
 195:           252           5856  [Lcom.sun.xml.bind.v2.runtime.property.Property;
 196:           103           5768  com.sun.xml.bind.v2.runtime.unmarshaller.UnmarshallingContext$State
 197:           179           5728  java.lang.module.ModuleDescriptor$Requires (java.base)
 198:           235           5640  org.spec.jbb.sp.Invoice$Key
 199:           234           5616  java.security.Provider$UString (java.base)
 200:            70           5600  java.net.URI (java.base)
 201:            36           5472  com.sun.org.apache.xerces.internal.impl.XMLEntityManager (java.xml)
 202:           226           5424  java.io.ObjectStreamClass$ClassDataSlot (java.base)
 203:           224           5376  java.util.jar.Attributes$Name (java.base)
 204:            96           5376  org.glassfish.grizzly.asyncqueue.AsyncWriteQueueRecord
 205:            96           5376  org.glassfish.grizzly.asyncqueue.RecordWriteResult
 206:           335           5360  java.util.LinkedHashMap$LinkedValues (java.base)
 207:           219           5328  [Ljavax.xml.namespace.QName; (java.xml)
 208:           221           5304  [Ljava.nio.channels.SelectionKey; (java.base)
 209:           221           5304  org.glassfish.grizzly.attributes.IndexedAttributeHolder$Snapshot
 210:           221           5304  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap
 211:           164           5248  java.util.logging.LogManager$LogNode (java.logging)
 212:           131           5240  java.io.ObjectStreamClass$FieldReflector (java.base)
 213:           131           5240  java.io.ObjectStreamClass$FieldReflectorKey (java.base)
 214:             5           5200  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base)
 215:           324           5184  com.sun.org.apache.xerces.internal.util.AugmentationsImpl (java.xml)
 216:           214           5136  com.sun.xml.bind.v2.runtime.property.TagAndType
 217:           210           5040  com.sun.xml.bind.v2.runtime.output.Encoded
 218:            90           5040  java.util.logging.Logger (java.logging)
 219:           157           5024  sun.security.pkcs11.SunPKCS11$Descriptor (jdk.crypto.cryptoki)
 220:           124           4960  org.glassfish.grizzly.filterchain.InternalContextImpl
 221:           101           4848  org.spec.jbb.util.PositiveIntProperty
 222:           102           4840  [Ljava.lang.invoke.LambdaForm$Name; (java.base)
 223:           150           4800  java.lang.invoke.LambdaForm$NamedFunction (java.base)
 224:           150           4800  jdk.internal.reflect.NativeConstructorAccessorImpl (java.base)
 225:            87           4728  [Z (java.base)
 226:           295           4720  [Ljava.security.Principal; (java.base)
 227:           118           4720  com.sun.xml.bind.v2.runtime.property.SingleElementLeafProperty
 228:           295           4720  java.security.ProtectionDomain$Key (java.base)
 229:           147           4704  java.lang.Package (java.base)
 230:            97           4656  java.lang.invoke.LambdaForm (java.base)
 231:           193           4632  java.util.ImmutableCollections$List12 (java.base)
 232:            72           4608  java.lang.module.ModuleDescriptor (java.base)
 233:           184           4416  org.spec.jbb.core.comm.transport.encapsulation.PooledJAXBEncapsulationLayer
 234:            36           4320  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl$JAXPSAXParser (java.xml)
 235:           106           4240  com.sun.xml.internal.stream.util.BufferAllocator (java.xml)
 236:           132           4224  java.lang.invoke.DirectMethodHandle (java.base)
 237:             3           4192  [Ljava.lang.Thread; (java.base)
 238:           261           4176  org.glassfish.grizzly.monitoring.DefaultMonitoringConfig
 239:           256           4096  java.lang.Byte (java.base)
 240:           256           4096  java.lang.Short (java.base)
 241:           170           4080  jdk.internal.module.ServicesCatalog$ServiceProvider (java.base)
 242:           101           4040  org.glassfish.grizzly.threadpool.SyncThreadPool$SyncThreadWorker
 243:           126           4032  com.sun.xml.bind.v2.runtime.unmarshaller.LeafPropertyXsiLoader
 244:           126           4032  java.lang.invoke.MethodTypeForm (java.base)
 245:           125           4000  org.glassfish.grizzly.filterchain.InvokeAction
 246:           124           3968  org.glassfish.grizzly.filterchain.FilterChainContext$TransportContext
 247:            99           3960  jdk.internal.ref.Cleaner (java.base)
 248:            70           3920  jdk.internal.module.ModuleReferenceImpl (java.base)
 249:            98           3920  org.glassfish.grizzly.nio.DirectByteBufferRecord
 250:           161           3864  java.util.concurrent.CopyOnWriteArrayList (java.base)
 251:           118           3776  com.sun.org.apache.xerces.internal.util.XMLResourceIdentifierImpl (java.xml)
 252:            36           3744  com.sun.xml.bind.v2.runtime.unmarshaller.UnmarshallingContext
 253:           230           3680  jdk.internal.reflect.BootstrapConstructorAccessorImpl (java.base)
 254:            91           3640  java.util.logging.Logger$ConfigurationData (java.logging)
 255:            90           3600  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base)
 256:           149           3576  sun.reflect.generics.tree.SimpleClassTypeSignature (java.base)
 257:           221           3536  org.glassfish.grizzly.attributes.IndexedAttributeHolder$IndexedAttributeAccessorImpl
 258:           221           3536  org.glassfish.grizzly.nio.NIOConnection$1
 259:           221           3536  org.glassfish.grizzly.nio.NIOConnection$7
 260:           221           3536  org.glassfish.grizzly.nio.NIOConnection$8
 261:           142           3528  [Ljava.io.ObjectStreamClass$ClassDataSlot; (java.base)
 262:            55           3520  com.sun.xml.bind.v2.runtime.output.NamespaceContextImpl$Element
 263:           217           3472  org.glassfish.grizzly.nio.transport.TCPNIOConnection$1
 264:           217           3472  org.glassfish.grizzly.nio.transport.TCPNIOConnection$2
 265:            36           3456  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDProcessor (java.xml)
 266:            34           3408  [Ljava.lang.invoke.MethodHandle; (java.base)
 267:           140           3360  java.util.ImmutableCollections$SetN (java.base)
 268:           101           3232  sun.nio.fs.UnixPath (java.base)
 269:           134           3216  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap$ProcessorState
 270:            99           3168  java.nio.DirectByteBuffer$Deallocator (java.base)
 271:           126           3024  com.sun.xml.bind.v2.runtime.unmarshaller.LeafPropertyLoader
 272:           125           3000  org.glassfish.grizzly.filterchain.StopAction
 273:           124           2976  [Lorg.glassfish.grizzly.IOEventLifeCycleListener;
 274:           124           2976  org.glassfish.grizzly.Context$MinimalisticArrayList
 275:           186           2976  org.spec.jbb.core.comm.transport.encapsulation.JavaSerializationEncapsulationLayer
 276:            92           2944  java.util.concurrent.LinkedTransferQueue$Node (java.base)
 277:           184           2944  javax.crypto.spec.IvParameterSpec (java.base)
 278:           184           2944  org.spec.jbb.core.comm.transport.compression.GZipCompressionLayer
 279:           184           2944  org.spec.jbb.core.comm.transport.encapsulation.PooledJAXBEncapsulationLayer$1
 280:           184           2944  org.spec.jbb.core.comm.transport.encapsulation.PooledJAXBEncapsulationLayer$2
 281:           184           2944  org.spec.jbb.core.comm.transport.encryption.PooledJavaSecurityEncryptionLayer$1
 282:            23           2944  sun.nio.fs.UnixFileAttributes (java.base)
 283:           122           2928  com.sun.xml.bind.v2.runtime.reflect.TransducedAccessor$CompositeTransducedAccessorImpl
 284:            36           2880  [Lcom.sun.xml.bind.v2.runtime.unmarshaller.Scope;
 285:            72           2880  com.sun.org.apache.xerces.internal.impl.dtd.XMLEntityDecl (java.xml)
 286:            72           2880  com.sun.org.apache.xerces.internal.impl.dtd.XMLSimpleType (java.xml)
 287:           149           2848  [Lsun.reflect.generics.tree.TypeArgument; (java.base)
 288:           174           2784  jdk.internal.reflect.DelegatingConstructorAccessorImpl (java.base)
 289:            56           2688  com.sun.xml.bind.v2.runtime.LeafBeanInfoImpl
 290:             3           2624  [[B (java.base)
 291:            33           2616  [Ljava.lang.StackTraceElement; (java.base)
 292:            53           2544  jdk.internal.ref.CleanerImpl$PhantomCleanableRef (java.base)
 293:            24           2496  java.util.jar.JarFile$JarFileEntry (java.base)
 294:           103           2472  [[C (java.base)
 295:           149           2384  jdk.proxy2.$Proxy10 (jdk.proxy2)
 296:           149           2384  sun.reflect.generics.tree.ClassTypeSignature (java.base)
 297:             5           2360  [Lorg.glassfish.grizzly.nio.SelectorRunner;
 298:            59           2360  java.lang.invoke.VarHandle$AccessDescriptor (java.base)
 299:            72           2304  [Lcom.sun.org.apache.xerces.internal.util.XMLAttributesImpl$Attribute; (java.xml)
 300:            36           2304  com.sun.org.apache.xerces.internal.impl.XMLEntityScanner (java.xml)
 301:            72           2304  java.util.Stack (java.base)
 302:            68           2176  java.lang.invoke.BoundMethodHandle$Species_L (java.base)
 303:            54           2160  java.lang.invoke.DirectMethodHandle$Constructor (java.base)
 304:           134           2144  org.glassfish.grizzly.filterchain.DefaultFilterChain$FiltersState
 305:            53           2120  java.util.EnumMap (java.base)
 306:            53           2120  sun.security.util.NamedCurve (java.base)
 307:            66           2112  java.lang.invoke.LambdaForm$Kind (java.base)
 308:            26           2080  org.glassfish.grizzly.threadpool.ThreadPoolConfig
 309:            86           2064  com.sun.xml.bind.v2.runtime.unmarshaller.XsiTypeLoader
 310:            37           2056  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State; (java.xml)
 311:           128           2048  java.lang.Character (java.base)
 312:            36           2016  [Ljava.util.Map; (java.base)
 313:            36           2016  com.sun.org.apache.xerces.internal.jaxp.SAXParserImpl (java.xml)
 314:            36           2016  com.sun.org.apache.xerces.internal.util.XMLAttributesIteratorImpl (java.xml)
 315:            36           2016  com.sun.xml.bind.v2.runtime.unmarshaller.UnmarshallerImpl
 316:            62           1984  jdk.internal.loader.BuiltinClassLoader$LoadedModule (java.base)
 317:           124           1984  org.glassfish.grizzly.filterchain.FilterChainContext$1
 318:            40           1920  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base)
 319:             5           1904  [Ljava.lang.Integer; (java.base)
 320:           119           1904  org.spec.jbb.util.RangeIntProperty$1
 321:            47           1880  java.lang.invoke.DirectMethodHandle$Accessor (java.base)
 322:            13           1872  [Ljava.lang.invoke.MemberName; (java.base)
 323:           116           1856  jdk.proxy2.$Proxy2 (jdk.proxy2)
 324:            23           1840  java.util.zip.ZipFile$Source (java.base)
 325:            57           1824  org.spec.jbb.util.IntegerProperty
 326:            45           1800  java.lang.ref.Finalizer (java.base)
 327:            36           1728  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack (java.xml)
 328:            36           1728  com.sun.org.apache.xerces.internal.util.XMLAttributesImpl (java.xml)
 329:            53           1696  java.security.spec.EllipticCurve (java.base)
 330:            53           1696  sun.security.util.ObjectIdentifier (java.base)
 331:            70           1680  java.lang.module.ModuleDescriptor$Provides (java.base)
 332:             5           1680  java.util.concurrent.ForkJoinPool (java.base)
 333:            51           1632  java.util.Collections$UnmodifiableMap (java.base)
 334:            25           1600  java.util.zip.Inflater (java.base)
 335:            66           1584  com.sun.xml.bind.v2.runtime.unmarshaller.TextLoader
 336:            96           1536  org.glassfish.grizzly.Writer$Reentrant
 337:            96           1536  org.glassfish.grizzly.asyncqueue.RecordWriteResult$SettableHolder
 338:            38           1520  java.lang.Package$VersionInfo (java.base)
 339:            63           1512  java.lang.module.ResolvedModule (java.base)
 340:            63           1512  jdk.internal.module.ModuleReferences$ExplodedModuleReader (java.base)
 341:            61           1464  sun.reflect.generics.factory.CoreReflectionFactory (java.base)
 342:            61           1464  sun.reflect.generics.scope.ClassScope (java.base)
 343:            60           1440  [Ljava.lang.reflect.Type; (java.base)
 344:            36           1440  [[S (java.base)
 345:            36           1440  com.sun.org.apache.xerces.internal.impl.XMLDocumentFragmentScannerImpl$ElementStack2 (java.xml)
 346:            36           1440  com.sun.org.apache.xerces.internal.impl.XMLErrorReporter (java.xml)
 347:            36           1440  com.sun.org.apache.xerces.internal.impl.XMLVersionDetector (java.xml)
 348:            36           1440  com.sun.org.apache.xerces.internal.impl.dtd.XMLDTDDescription (java.xml)
 349:            36           1440  com.sun.org.apache.xerces.internal.impl.validation.ValidationState (java.xml)
 350:            36           1440  com.sun.org.apache.xerces.internal.util.SymbolTable (java.xml)
 351:            36           1440  com.sun.org.apache.xerces.internal.utils.XMLLimitAnalyzer (java.xml)
 352:            36           1440  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager (java.xml)
 353:            36           1440  com.sun.xml.internal.stream.XMLEntityStorage (java.xml)
 354:            20           1440  org.spec.jbb.core.collections.ConcurrentCreateHashMap
 355:            22           1408  sun.security.ec.SunEC$ProviderServiceA (jdk.crypto.ec)
 356:            25           1400  java.io.FileCleanable (java.base)
 357:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base)
 358:             7           1344  org.glassfish.grizzly.nio.transport.TCPNIOTransport
 359:            54           1296  java.security.spec.ECPoint (java.base)
 360:            23           1288  java.util.jar.JarFile (java.base)
 361:            39           1280  [Ljava.math.BigInteger; (java.base)
 362:            20           1280  sun.security.ec.SunEC$ProviderService (jdk.crypto.ec)
 363:            52           1248  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base)
 364:            31           1240  java.io.IOException (java.base)
 365:            49           1176  org.spec.jbb.core.comm.LocationInfo
 366:            29           1160  java.io.EOFException (java.base)
 367:            36           1152  com.sun.org.apache.xerces.internal.impl.dtd.XMLElementDecl (java.xml)
 368:            36           1152  com.sun.org.apache.xerces.internal.util.NamespaceSupport (java.xml)
 369:            48           1152  java.lang.StringBuilder (java.base)
 370:            71           1136  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base)
 371:            28           1120  java.util.TreeMap$Entry (java.base)
 372:             4           1120  java.util.concurrent.ConcurrentHashMap$CounterCell (java.base)
 373:            70           1120  jdk.internal.module.ModuleReferences$$Lambda$4/0x000000080003eec0 (java.base)
 374:            35           1120  jdk.internal.reflect.NativeMethodAccessorImpl (java.base)
 375:            23           1104  jdk.internal.loader.URLClassPath$JarLoader (java.base)
 376:             1           1096  [Lsun.security.util.KnownOIDs; (java.base)
 377:            27           1080  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base)
 378:            22           1056  java.lang.invoke.LambdaFormEditor$Transform (java.base)
 379:            22           1056  java.util.TreeMap (java.base)
 380:             1           1040  [Ljava.lang.Byte; (java.base)
 381:             1           1040  [Ljava.lang.Long; (java.base)
 382:             1           1040  [Ljava.lang.Short; (java.base)
 383:            43           1032  java.util.regex.Pattern$Slice (java.base)
 384:            16           1024  com.sun.crypto.provider.CipherCore (java.base)
 385:            16           1024  javax.crypto.Cipher (java.base)
 386:            42           1008  sun.reflect.generics.repository.FieldRepository (java.base)
 387:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base)
 388:            30            960  java.security.Provider$EngineDescription (java.base)
 389:            40            960  java.util.ImmutableCollections$ListN (java.base)
 390:            30            960  org.spec.jbb.util.BooleanProperty
 391:            39            936  org.spec.jbb.sm.discount.PercentageDiscount
 392:            34            928  [Lorg.glassfish.grizzly.IOEvent;
 393:            57            912  org.spec.jbb.util.IntegerProperty$1
