 num     #instances         #bytes  class name (module)
 394:            37            904  [Lcom.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State; (java.xml)
 395:            28            896  java.io.File (java.base)
 396:            37            888  java.lang.RuntimePermission (java.base)
 397:            10            880  com.sun.xml.internal.stream.Entity$ScannedEntity (java.xml)
 398:            36            864  com.sun.org.apache.xerces.internal.impl.XMLNSDocumentScannerImpl$NSContentDriver (java.xml)
 399:            36            864  com.sun.org.apache.xerces.internal.impl.dtd.DTDGrammarBucket (java.xml)
 400:            36            864  com.sun.org.apache.xerces.internal.impl.dtd.XMLAttributeDecl (java.xml)
 401:            36            864  com.sun.org.apache.xerces.internal.impl.msg.XMLMessageFormatter (java.xml)
 402:            36            864  com.sun.org.apache.xerces.internal.impl.validation.ValidationManager (java.xml)
 403:            36            864  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager (java.xml)
 404:             1            856  [Lcom.sun.xml.bind.v2.runtime.output.Encoded;
 405:             6            840  [D (java.base)
 406:            13            832  org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService (java.xml.crypto)
 407:            34            816  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base)
 408:            33            792  java.io.ObjectStreamClass$ExceptionInfo (java.base)
 409:             9            792  java.util.regex.Pattern (java.base)
 410:            33            792  org.spec.jbb.core.collections.ConcurrentMultiMap$Entry
 411:            14            784  com.sun.xml.bind.v2.runtime.property.ArrayElementNodeProperty
 412:            14            784  java.util.HashMap$TreeNode (java.base)
 413:            24            768  java.util.zip.ZipFile$CleanableResource (java.base)
 414:            19            760  java.lang.invoke.BoundMethodHandle$Species_LL (java.base)
 415:            31            744  java.util.Collections$SetFromMap (java.base)
 416:            31            744  org.glassfish.grizzly.CloseReason
 417:            23            736  java.io.RandomAccessFile (java.base)
 418:            46            736  org.spec.jbb.core.comm.transport.EmptyTransport
 419:            46            736  org.spec.jbb.core.comm.transport.NullTransport
 420:             7            728  com.sun.xml.bind.v2.runtime.XMLSerializer
 421:            13            728  org.glassfish.grizzly.memory.HeapMemoryManager$TrimmableHeapBuffer
 422:            22            704  org.spec.jbb.util.EnumProperty
 423:            16            672  [Ljava.lang.invoke.MethodType; (java.base)
 424:            21            672  joptsimple.internal.AbbreviationMap
 425:            16            640  com.sun.crypto.provider.CipherBlockChaining (java.base)
 426:            20            640  com.sun.xml.bind.v2.runtime.property.ArrayERProperty$ItemsLoader
 427:            40            640  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base)
 428:            40            640  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base)
 429:            40            640  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base)
 430:            20            640  sun.reflect.generics.repository.ClassRepository (java.base)
 431:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base)
 432:            26            624  java.security.spec.ECFieldF2m (java.base)
 433:            26            624  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter (java.base)
 434:            38            608  java.lang.constant.ReferenceClassDescImpl (java.base)
 435:            25            600  java.security.Permissions (java.base)
 436:            25            600  java.util.zip.Inflater$InflaterZStreamRef (java.base)
 437:            10            576  [Ljava.util.Hashtable$Entry; (java.base)
 438:            36            576  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$PrologDriver (java.xml)
 439:            36            576  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$TrailingMiscDriver (java.xml)
 440:            36            576  com.sun.org.apache.xerces.internal.impl.XMLDocumentScannerImpl$XMLDeclDriver (java.xml)
 441:            36            576  com.sun.org.apache.xerces.internal.impl.dv.dtd.DTDDVFactoryImpl (java.xml)
 442:            36            576  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy (java.xml)
 443:            36            576  com.sun.org.apache.xerces.internal.util.ErrorHandlerWrapper (java.xml)
 444:            24            576  com.sun.xml.bind.v2.runtime.property.ArrayERProperty$ReceiverImpl
 445:            36            576  com.sun.xml.bind.v2.runtime.unmarshaller.DefaultIDResolver
 446:            18            576  java.util.LinkedList (java.base)
 447:             4            576  org.glassfish.grizzly.nio.transport.TCPNIOServerConnection
 448:            18            576  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base)
 449:            10            560  com.sun.xml.bind.v2.runtime.property.ArrayElementLeafProperty
 450:            10            560  java.nio.HeapByteBuffer (java.base)
 451:             7            560  java.util.concurrent.TimeUnit (java.base)
 452:            10            560  sun.invoke.util.Wrapper (java.base)
 453:            23            552  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base)
 454:            23            552  java.util.zip.ZipFile$Source$Key (java.base)
 455:            23            552  org.spec.jbb.core.comm.transport.TransportFactory
 456:            17            544  org.spec.jbb.infra.txinjector.BusinessRequestName
 457:             1            528  [Ljava.lang.Character; (java.base)
 458:            11            528  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base)
 459:            33            528  org.spec.jbb.core.comm.AbstractMessage$JAXBAdapter
 460:            11            528  org.spec.jbb.core.comm.Interconnect$UplinkImpl
 461:            33            528  org.spec.jbb.core.comm.transport.encapsulation.JAXBAdapters$HashMapAdapter
 462:            22            528  org.spec.jbb.sm.advertisement.IssuedAdvertisement
 463:            11            528  org.spec.jbb.util.NonNegativeIntProperty
 464:            22            528  sun.security.util.LazyCodeSourcePermissionCollection (java.base)
 465:            11            520  [Ljava.util.regex.Pattern$Node; (java.base)
 466:            16            512  com.sun.crypto.provider.AESCrypt (java.base)
 467:            16            512  java.time.temporal.ChronoUnit (java.base)
 468:             7            504  com.sun.xml.bind.v2.runtime.MarshallerImpl
 469:             9            504  java.util.Properties (java.base)
 470:            21            504  java.util.regex.Pattern$GroupHead (java.base)
 471:            21            504  java.util.regex.Pattern$GroupTail (java.base)
 472:             7            496  [Lsun.invoke.util.Wrapper; (java.base)
 473:            10            480  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$RewindableInputStream (java.xml)
 474:            10            480  com.sun.org.apache.xerces.internal.impl.io.UTF8Reader (java.xml)
 475:            20            480  com.sun.xml.bind.v2.runtime.unmarshaller.XsiNilLoader$Array
 476:            12            480  java.lang.OutOfMemoryError (java.base)
 477:            10            480  java.util.Hashtable (java.base)
 478:            15            480  jdk.internal.reflect.UnsafeQualifiedObjectFieldAccessorImpl (java.base)
 479:             6            480  org.spec.jbb.core.Topology
 480:            30            480  org.spec.jbb.util.BooleanProperty$1
 481:            20            480  sun.reflect.generics.tree.ClassSignature (java.base)
 482:            29            464  jdk.proxy2.$Proxy1 (jdk.proxy2)
 483:             8            448  java.nio.DirectLongBufferU (java.base)
 484:             7            448  org.glassfish.grizzly.threadpool.SyncThreadPool
 485:            28            448  org.spec.jbb.core.comm.message.CompositeMessage
 486:            28            448  org.spec.jbb.core.counters.ThreadHashedCounter
 487:            14            448  sun.reflect.annotation.AnnotationType (java.base)
 488:            11            440  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base)
 489:            17            440  [[I (java.base)
 490:            11            440  com.sun.xml.bind.v2.runtime.unmarshaller.SAXConnector
 491:            11            440  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base)
 492:            11            440  org.spec.jbb.core.comm.Interconnect$Downlink
 493:            18            432  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base)
 494:             1            432  [[[C (java.base)
 495:            18            432  com.sun.xml.bind.v2.model.core.Adapter
 496:            18            432  java.security.BasicPermissionCollection (java.base)
 497:            27            432  java.security.spec.ECFieldFp (java.base)
 498:            18            432  java.text.DateFormat$Field (java.base)
 499:            18            432  sun.reflect.generics.tree.FormalTypeParameter (java.base)
 500:            20            416  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base)
 501:            26            416  jdk.proxy2.$Proxy4 (jdk.proxy2)
 502:            17            408  java.time.Duration (java.base)
 503:            17            408  sun.nio.ch.OptionKey (java.base)
 504:            17            408  sun.nio.ch.SocketOptionRegistry$RegistryKey (java.base)
 505:            12            400  [Ljava.lang.constant.ClassDesc; (java.base)
 506:            25            400  java.util.WeakHashMap$KeySet (java.base)
 507:            10            400  sun.util.resources.Bundles$BundleReference (java.base)
 508:            20            384  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base)
 509:            16            384  com.sun.crypto.provider.AESCipher$General (java.base)
 510:            12            384  com.sun.xml.bind.v2.runtime.reflect.AdaptedAccessor
 511:            16            384  java.util.jar.Manifest (java.base)
 512:            12            384  org.spec.jbb.util.LongProperty
 513:            12            384  sun.security.jca.ProviderConfig (java.base)
 514:             1            376  java.lang.ref.Finalizer$FinalizerThread (java.base)
 515:             1            376  java.util.logging.LogManager$Cleaner (java.logging)
 516:             1            376  jdk.internal.misc.InnocuousThread (java.base)
 517:             1            368  java.lang.ref.Reference$ReferenceHandler (java.base)
 518:            23            368  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base)
 519:             9            360  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit (java.xml)
 520:            15            360  java.lang.invoke.Invokers (java.base)
 521:            15            360  java.util.regex.Pattern$BmpCharProperty (java.base)
 522:            22            352  com.sun.xml.bind.v2.runtime.reflect.Lister$CollectionLister
 523:            11            352  com.sun.xml.bind.v2.runtime.unmarshaller.SAXConnector$TagNameImpl
 524:            11            352  java.lang.constant.DirectMethodHandleDesc$Kind (java.base)
 525:            22            352  java.security.SecureClassLoader$CodeSourceKey (java.base)
 526:            22            352  java.util.LinkedHashMap$LinkedEntrySet (java.base)
 527:            11            352  java.util.regex.Pattern$Branch (java.base)
 528:            11            352  jdk.internal.reflect.UnsafeQualifiedLongFieldAccessorImpl (java.base)
 529:            22            352  org.spec.jbb.util.EnumProperty$1
 530:             4            352  sun.nio.ch.ServerSocketChannelImpl (java.base)
 531:             7            336  com.sun.xml.bind.v2.runtime.output.NamespaceContextImpl
 532:            21            336  java.util.TreeMap$Values (java.base)
 533:             7            336  org.glassfish.grizzly.nio.transport.TCPNIOTransport$TransportConnectorHandler
 534:             7            336  sun.nio.cs.StreamEncoder (java.base)
 535:             7            336  sun.nio.cs.UTF_8$Encoder (java.base)
 536:             6            336  sun.util.calendar.ZoneInfo (java.base)
 537:            10            320  com.sun.org.apache.xerces.internal.impl.XMLEntityManager$EncodingInfo (java.xml)
 538:            20            320  java.lang.ThreadLocal (java.base)
 539:             8            320  java.lang.WeakPairMap$Pair$Weak (java.base)
 540:            10            320  java.lang.constant.DirectMethodHandleDescImpl (java.base)
 541:             8            320  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base)
 542:             8            320  java.util.IdentityHashMap (java.base)
 543:            10            320  org.spec.jbb.core.comm.transport.TransportType
 544:            10            320  org.spec.jbb.util.FloatProperty
 545:            10            320  sun.util.resources.Bundles$CacheKey (java.base)
 546:            13            312  java.lang.invoke.VarForm (java.base)
 547:            13            312  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base)
 548:            19            304  sun.reflect.generics.tree.TypeVariableSignature (java.base)
 549:            12            288  [Ljava.lang.reflect.TypeVariable; (java.base)
 550:            12            288  java.lang.annotation.ElementType (java.base)
 551:             9            288  java.lang.constant.PrimitiveClassDescImpl (java.base)
 552:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base)
 553:             2            288  java.text.DecimalFormat (java.base)
 554:             9            288  java.util.Hashtable$Entry (java.base)
 555:             9            288  java.util.logging.Level (java.logging)
 556:             9            288  java.util.logging.Level$KnownLevel (java.logging)
 557:             9            288  jdk.internal.org.objectweb.asm.Type (java.base)
 558:            12            288  org.glassfish.grizzly.threadpool.AbstractThreadPool$3
 559:            12            288  org.glassfish.grizzly.threadpool.AbstractThreadPool$5
 560:            12            288  org.glassfish.grizzly.threadpool.GrizzlyExecutorService
 561:            12            288  org.spec.jbb.sm.discount.BOGODiscount
 562:             6            288  org.spec.jbb.util.RangeIntProperty
 563:             1            280  [Ljava.lang.invoke.LambdaForm$Kind; (java.base)
 564:             7            280  com.sun.xml.bind.v2.util.CollisionCheckStack
 565:             7            280  sun.util.locale.provider.LocaleResources$ResourceReference (java.base)
 566:            17            272  org.spec.jbb.sm.tx.request.ProductReplenishMessage
 567:            11            264  com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$LocatorProxy (java.xml)
 568:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base)
 569:             3            264  java.util.jar.JarVerifier (java.base)
 570:            11            264  org.spec.jbb.core.collections.ConcurrentWeakHashMap
 571:            11            264  org.spec.jbb.core.comm.Interconnect$UplinkImpl$1
 572:            11            264  org.spec.jbb.infra.AgentState
 573:            16            256  com.sun.crypto.provider.PKCS5Padding (java.base)
 574:             8            256  java.lang.WeakPairMap$Pair$Weak$1 (java.base)
 575:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base)
 576:            16            256  java.util.jar.Attributes (java.base)
 577:             8            256  org.glassfish.grizzly.ThreadCache$CachedTypeIndex
 578:            16            256  org.spec.jbb.core.sequencer.AtomicGrowingSequencer
 579:             2            256  org.spec.jbb.hq.entity.SMBusinessReport
 580:             2            256  org.spec.jbb.sm.SM
 581:            10            240  com.sun.org.apache.xerces.internal.impl.XMLScanner$NameType (java.xml)
 582:             6            240  com.sun.xml.bind.v2.model.impl.RuntimeArrayInfoImpl
 583:             6            240  com.sun.xml.bind.v2.runtime.ArrayBeanInfoImpl
 584:             6            240  java.io.BufferedWriter (java.base)
 585:            10            240  java.lang.constant.MethodTypeDescImpl (java.base)
 586:             6            240  java.lang.invoke.DirectMethodHandle$Interface (java.base)
 587:            10            240  java.nio.charset.CoderResult (java.base)
 588:            10            240  java.nio.file.StandardOpenOption (java.base)
 589:            10            240  java.util.LinkedList$Node (java.base)
 590:             5            240  java.util.concurrent.ArrayBlockingQueue (java.base)
 591:            10            240  java.util.regex.Pattern$$Lambda$36/0x00000008000ec250 (java.base)
 592:             6            240  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base)
 593:             6            240  org.glassfish.grizzly.nio.tmpselectors.TemporarySelectorPool
 594:             5            240  org.glassfish.grizzly.threadpool.FixedThreadPool
 595:            10            240  org.spec.jbb.core.collections.CollectionUtils$9
 596:             5            232  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base)
 597:             7            224  [Ljava.lang.Boolean; (java.base)
 598:            13            224  [Ljava.lang.constant.ConstantDesc; (java.base)
 599:             4            224  com.sun.xml.bind.v2.model.impl.RuntimeAttributePropertyInfoImpl
 600:            14            224  java.lang.Float (java.base)
 601:             7            224  jdk.internal.reflect.UnsafeObjectFieldAccessorImpl (java.base)
 602:             7            224  joptsimple.OptionSpecBuilder
 603:             7            224  org.glassfish.grizzly.nio.transport.TCPNIOAsyncQueueWriter
 604:             7            224  org.glassfish.grizzly.nio.transport.TCPNIOBindingHandler
 605:             7            224  org.spec.jbb.core.comm.connectivity.grizzlynio.GrizzlyTransport
 606:             9            216  java.lang.NamedPackage (java.base)
 607:             9            216  java.util.Collections$SynchronizedRandomAccessList (java.base)
 608:             3            216  java.util.ResourceBundle$CacheKey (java.base)
 609:             9            216  org.spec.jbb.core.EntityType
 610:             9            216  org.spec.jbb.infra.IterationLabel
 611:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base)
 612:             9            216  sun.util.logging.PlatformLogger$Level (java.base)
 613:             2            200  [Ljava.text.DateFormat$Field; (java.base)
 614:             5            200  java.util.stream.StreamOpFlag (java.base)
 615:             5            200  org.spec.jbb.Launcher$RunCategory
 616:             6            192  com.sun.xml.bind.v2.model.impl.ClassInfoImpl$SecondaryAnnotation
 617:             2            192  com.sun.xml.bind.v2.runtime.JAXBContextImpl
 618:            12            192  com.sun.xml.bind.v2.runtime.unmarshaller.LocatorExWrapper
 619:             3            192  java.lang.invoke.BoundMethodHandle$Species_LLLLLLLLL (java.base)
 620:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base)
 621:             8            192  java.math.RoundingMode (java.base)
 622:             6            192  java.net.Inet6Address$Inet6AddressHolder (java.base)
 623:             8            192  java.net.NetPermission (java.base)
 624:            12            192  java.util.Collections$SingletonSet (java.base)
 625:             6            192  java.util.ImmutableCollections$MapN (java.base)
 626:             6            192  java.util.ResourceBundle$KeyElementReference (java.base)
 627:             8            192  jdk.internal.perf.PerfCounter (java.base)
 628:             8            192  org.glassfish.grizzly.IOEvent
 629:             8            192  org.glassfish.grizzly.filterchain.DefaultFilterChain
 630:             8            192  org.spec.jbb.Launcher$RunnerType
 631:             8            192  org.spec.jbb.core.collections.queues.QueueType
 632:             8            192  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnitDecoder
 633:             8            192  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnitEncoder
 634:             8            192  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnitFilter
 635:             6            192  org.spec.jbb.reporter.RawResult$ValidationReporterResult
 636:            12            192  org.spec.jbb.util.LongProperty$1
 637:             6            192  org.spec.jbb.util.Property
 638:             2            176  [Lorg.spec.jbb.infra.txinjector.BusinessRequestName;
 639:             2            176  java.text.DecimalFormatSymbols (java.base)
 640:            11            176  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base)
 641:            11            176  java.util.regex.Pattern$$Lambda$38/0x00000008000edf78 (java.base)
 642:            11            176  java.util.regex.Pattern$BranchConn (java.base)
 643:            11            176  org.spec.jbb.util.FloatProperty$1
 644:             7            168  [Lorg.glassfish.grizzly.threadpool.ThreadPoolProbe;
 645:             1            168  [[Ljava.math.BigInteger; (java.base)
 646:             7            168  com.sun.org.apache.xerces.internal.util.FeatureState (java.xml)
 647:             7            168  com.sun.xml.bind.v2.model.impl.ClassInfoImpl$PropertyGroup
 648:             7            168  com.sun.xml.bind.v2.runtime.unmarshaller.IntData
 649:             7            168  java.io.OutputStreamWriter (java.base)
 650:             7            168  java.lang.System$Logger$Level (java.base)
 651:             7            168  java.util.concurrent.locks.ReentrantReadWriteLock (java.base)
 652:             7            168  org.glassfish.grizzly.AbstractTransport$1
 653:             7            168  org.glassfish.grizzly.ProcessorResult$Status
 654:             7            168  org.glassfish.grizzly.asyncqueue.AsyncQueueIO$ImmutableAsyncQueueIO
 655:             7            168  org.glassfish.grizzly.filterchain.FilterChainContext$Operation
 656:             7            168  org.glassfish.grizzly.nio.tmpselectors.TemporarySelectorIO
 657:             7            168  org.glassfish.grizzly.nio.transport.TCPNIOAsyncQueueReader
 658:             7            168  org.glassfish.grizzly.utils.StateHolder
 659:             7            168  org.spec.jbb.core.collections.sampling.RandomArraySamplingBuffer
 660:             7            168  org.spec.jbb.core.comm.SourceType
 661:             3            168  org.spec.jbb.core.threadpools.ForkJoinThreadPool
 662:             7            168  org.spec.jbb.infra.ControllerType
 663:             7            168  org.spec.jbb.util.PropertyAttribute
 664:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base)
 665:             2            160  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base)
 666:             5            160  com.sun.xml.bind.v2.model.core.PropertyKind
 667:             4            160  com.sun.xml.bind.v2.runtime.property.AttributeProperty
 668:             4            160  java.io.PrintStream (java.base)
 669:             4            160  java.lang.invoke.BoundMethodHandle$Species_LJ (java.base)
 670:             5            160  java.lang.invoke.VarHandle$AccessType (java.base)
 671:            10            160  java.util.Formatter$Flags (java.base)
 672:             5            160  java.util.UUID (java.base)
 673:             4            160  javax.xml.catalog.CatalogFeatures$Feature (java.xml)
 674:            10            160  jdk.proxy2.$Proxy14 (jdk.proxy2)
 675:             4            160  joptsimple.RequiredArgumentOptionSpec
 676:             4            160  org.eclipse.jetty.util.log.StdErrLog
 677:             5            160  org.glassfish.grizzly.attributes.Attribute
 678:             5            160  org.spec.jbb.core.threadpools.ThreadPoolType
 679:             5            160  org.spec.jbb.hq.entity.ShippingCompany
 680:            10            160  org.spec.jbb.hq.tx.request.SupplierReceiptMessage
 681:             4            160  sun.nio.ch.ServerSocketAdaptor (java.base)
 682:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base)
 683:             5            160  sun.util.locale.provider.LocaleResources (java.base)
 684:             3            152  [Ljava.lang.annotation.ElementType; (java.base)
 685:             3            144  [F (java.base)
 686:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base)
 687:             2            144  [Ljava.math.BigDecimal; (java.base)
 688:             1            144  [[Lorg.glassfish.grizzly.IOEvent;
 689:             6            144  com.sun.org.apache.xerces.internal.util.Status (java.xml)
 690:             6            144  com.sun.xml.bind.v2.runtime.ArrayBeanInfoImpl$ArrayLoader
 691:             6            144  com.sun.xml.bind.v2.runtime.reflect.AdaptedLister
 692:             6            144  java.lang.Thread$State (java.base)
 693:             3            144  java.lang.ThreadGroup (java.base)
 694:             6            144  java.net.Inet6Address (java.base)
 695:             2            144  java.util.concurrent.ScheduledThreadPoolExecutor (java.base)
 696:             3            144  java.util.concurrent.ThreadPoolExecutor$Worker (java.base)
 697:             6            144  java.util.regex.Pattern$Start (java.base)
 698:             6            144  javax.xml.datatype.DatatypeConstants$Field (java.xml)
 699:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net)
 700:             9            144  jdk.proxy2.$Proxy7 (jdk.proxy2)
 701:             6            144  org.glassfish.grizzly.ProcessorResult
 702:             6            144  org.glassfish.grizzly.Transport$State
 703:             6            144  org.glassfish.grizzly.nio.RoundRobinConnectionDistributor
 704:             6            144  org.glassfish.grizzly.nio.RoundRobinConnectionDistributor$SharedIterator
 705:             9            144  org.spec.jbb.core.comm.AbstractRequest$JAXBAdapter
 706:             6            144  org.spec.jbb.core.locks.DelegateLockManager
 707:             6            144  org.spec.jbb.core.purchase.PurchaseAgent$Type
 708:             6            144  org.spec.jbb.core.tx.SimpleTransactionExecutor
 709:             6            144  org.spec.jbb.infra.validation.ValidationLevel
 710:             6            144  org.spec.jbb.util.random.SpecRandomType
 711:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki)
 712:             4            128  com.sun.xml.bind.v2.model.impl.RuntimeEnumConstantImpl
 713:             2            128  com.sun.xml.bind.v2.model.impl.RuntimeEnumLeafInfoImpl
 714:             4            128  java.lang.invoke.MethodHandles$Lookup (java.base)
 715:             2            128  java.security.SecureRandom (java.base)
 716:             2            128  java.text.DateFormatSymbols (java.base)
 717:             4            128  java.util.concurrent.Semaphore$NonfairSync (java.base)
 718:             4            128  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionNode (java.base)
 719:             8            128  java.util.regex.Pattern$BitClass (java.base)
 720:             4            128  java.util.stream.FindOps$FindOp (java.base)
 721:             8            128  org.glassfish.grizzly.filterchain.DefaultFilterChain$FiltersStateFactory
 722:             8            128  org.glassfish.grizzly.filterchain.TransportFilter
 723:             4            128  org.spec.jbb.sm.CustomerSelection$CustomerHotness
 724:             4            128  org.spec.jbb.util.StringProperty
 725:             2            128  sun.security.jgss.SunProvider$ProviderService (java.security.jgss)
 726:             3            120  [Ljava.lang.invoke.LambdaForm$BasicType; (java.base)
 727:             1            120  [[Ljava.lang.String; (java.base)
 728:             5            120  com.sun.org.apache.xerces.internal.util.PropertyState (java.xml)
 729:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$State (java.xml)
 730:             5            120  com.sun.org.apache.xerces.internal.utils.XMLSecurityPropertyManager$State (java.xml)
 731:             3            120  java.lang.reflect.ProxyGenerator$ProxyMethod (java.base)
 732:             5            120  java.util.Arrays$ArrayList (java.base)
 733:             3            120  java.util.ResourceBundle$BundleReference (java.base)
 734:             5            120  java.util.concurrent.LinkedTransferQueue (java.base)
 735:             5            120  java.util.regex.Pattern$BmpCharPredicate$$Lambda$37/0x00000008000ec4d8 (java.base)
 736:             5            120  java.util.regex.Pattern$CharPropertyGreedy (java.base)
 737:             5            120  java.util.stream.StreamOpFlag$Type (java.base)
 738:             5            120  jdk.internal.math.FloatingDecimal$PreparedASCIIToBinaryBuffer (java.base)
 739:             5            120  org.spec.jbb.core.Priority
 740:             5            120  org.spec.jbb.core.collections.Pair
 741:             5            120  org.spec.jbb.core.comm.connectivity.grizzlynio.Destination
 742:             5            120  org.spec.jbb.core.comm.connectivity.grizzlynio.GrizzlyNioServer
 743:             5            120  org.spec.jbb.core.comm.policy.TransportSelectionPolicyType
 744:             5            120  org.spec.jbb.core.scheduler.SchedulerType
 745:             5            120  org.spec.jbb.infra.snapshot.InMemorySnapshotManager$Snapshot
 746:             5            120  org.spec.jbb.infra.validation.ValidationResult
 747:             5            120  org.spec.jbb.reporter.RawResult$RawData$RawDataType
 748:             5            112  [Lcom.sun.xml.bind.v2.runtime.property.AttributeProperty;
 749:             2            112  [Lorg.spec.jbb.core.comm.transport.TransportType;
 750:             2            112  com.sun.xml.bind.v2.model.impl.RuntimeModelBuilder
 751:             2            112  com.sun.xml.bind.v2.model.impl.RuntimeTypeInfoSetImpl
 752:             2            112  com.sun.xml.bind.v2.runtime.ElementBeanInfoImpl
 753:             1            112  java.util.GregorianCalendar (java.base)
 754:             2            112  java.util.ServiceLoader (java.base)
 755:             7            112  jdk.proxy2.$Proxy9 (jdk.proxy2)
 756:             7            112  org.glassfish.grizzly.nio.transport.TCPNIOConnectorHandler$InstantConnectHandler
 757:             7            112  org.glassfish.grizzly.nio.transport.TCPNIOTemporarySelectorReader
 758:             7            112  org.glassfish.grizzly.nio.transport.TCPNIOTemporarySelectorWriter
 759:             7            112  org.glassfish.grizzly.nio.transport.TCPNIOTransport$RegisterChannelCompletionHandler
 760:             7            112  org.glassfish.grizzly.nio.transport.TCPNIOTransportFilter
 761:             7            112  org.spec.jbb.core.comm.connectivity.grizzlynio.GrizzlyTransport$1
 762:             7            112  org.spec.jbb.core.comm.requests.CompositeRequest
 763:             2            112  org.spec.jbb.core.purchase.CustomerSpecificPurchaseAgent
 764:             2            112  org.spec.jbb.util.random.TriangleRandom
 765:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base)
 766:             1            104  com.sun.crypto.provider.SunJCE (java.base)
 767:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base)
 768:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base)
 769:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base)
 770:             1            104  org.jcp.xml.dsig.internal.dom.XMLDSigRI (java.xml.crypto)
 771:             1            104  org.spec.jbb.infra.BackendAgent
 772:             1            104  sun.security.ec.SunEC (jdk.crypto.ec)
 773:             1            104  sun.security.jca.ProviderList$1 (java.base)
 774:             1            104  sun.security.jgss.SunProvider (java.security.jgss)
 775:             1            104  sun.security.provider.Sun (java.base)
 776:             1            104  sun.security.rsa.SunRsaSign (java.base)
 777:             1            104  sun.security.smartcardio.SunPCSC (java.smartcardio)
 778:             1            104  sun.security.ssl.SunJSSE (java.base)
 779:             2             96  [Ljava.lang.System$Logger$Level; (java.base)
 780:             2             96  [Lorg.spec.jbb.Launcher$RunnerType;
 781:             3             96  [Lorg.spec.jbb.core.onlinepurchase.AbstractOnlinePurchaseAgent$OnlineType;
 782:             2             96  [Lorg.spec.jbb.util.PropertyAttribute;
 783:             3             96  [Lsun.nio.fs.NativeBuffer; (java.base)
 784:             1             96  [Lsun.util.locale.BaseLocale; (java.base)
 785:             1             96  [[J (java.base)
 786:             2             96  com.sun.management.internal.GarbageCollectorExtImpl (jdk.management)
 787:             3             96  com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$NameMap (java.xml)
 788:             3             96  java.io.FileInputStream (java.base)
 789:             3             96  java.lang.ClassValue$Entry (java.base)
 790:             3             96  java.lang.Runtime$Version (java.base)
 791:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base)
