 num     #instances         #bytes  class name (module)
 398:           116           1856  jdk.proxy2.$Proxy2 (jdk.proxy2)
 399:            23           1840  java.util.zip.ZipFile$Source (java.base)
 400:            57           1824  org.spec.jbb.util.IntegerProperty
 401:            75           1800  org.glassfish.grizzly.filterchain.StopAction
 402:            74           1776  [Lorg.glassfish.grizzly.IOEventLifeCycleListener;
 403:            74           1776  org.glassfish.grizzly.Context$MinimalisticArrayList
 404:            73           1752  org.spec.jbb.core.comm.LocationInfo
 405:            73           1752  org.spec.jbb.sm.advertisement.IssuedAdvertisement
 406:            43           1720  org.spec.jbb.sm.ReceiptBuilder$GenerateReceiptsTask
 407:            71           1704  java.util.Collections$CopiesList (java.base)
 408:            71           1704  org.spec.jbb.hq.tx.RandomReceiptTransaction
 409:            71           1704  org.spec.jbb.hq.tx.request.AdjustSupermarketInventoryMessage
 410:            53           1696  java.security.spec.EllipticCurve (java.base)
 411:            53           1696  sun.security.util.ObjectIdentifier (java.base)
 412:            70           1680  java.lang.module.ModuleDescriptor$Provides (java.base)
 413:             6           1680  java.util.concurrent.ConcurrentHashMap$CounterCell (java.base)
 414:            25           1600  java.util.zip.Inflater (java.base)
 415:            66           1584  com.sun.xml.bind.v2.runtime.unmarshaller.TextLoader
 416:            24           1536  com.sun.crypto.provider.CipherCore (java.base)
 417:            24           1536  javax.crypto.Cipher (java.base)
 418:            38           1520  java.lang.Package$VersionInfo (java.base)
 419:            63           1512  java.lang.module.ResolvedModule (java.base)
 420:            63           1512  jdk.internal.module.ModuleReferences$ExplodedModuleReader (java.base)
 421:            62           1488  org.spec.jbb.core.collections.HashMultiSet$EntrySet$1
 422:            61           1464  sun.reflect.generics.factory.CoreReflectionFactory (java.base)
 423:            61           1464  sun.reflect.generics.scope.ClassScope (java.base)
 424:            60           1440  [Ljava.lang.reflect.Type; (java.base)
 425:            60           1440  java.net.InetSocketAddress$InetSocketAddressHolder (java.base)
 426:            30           1440  java.util.concurrent.locks.ReentrantReadWriteLock$NonfairSync (java.base)
 427:            30           1440  sun.nio.ch.SelectionKeyImpl (java.base)
 428:            22           1408  sun.security.ec.SunEC$ProviderServiceA (jdk.crypto.ec)
 429:            25           1400  java.io.FileCleanable (java.base)
 430:            25           1400  org.glassfish.grizzly.asyncqueue.AsyncWriteQueueRecord
 431:            25           1400  org.glassfish.grizzly.asyncqueue.RecordWriteResult
 432:            29           1392  java.util.TreeMap (java.base)
 433:             1           1376  [Ljdk.internal.math.FDBigInteger; (java.base)
 434:             7           1344  org.glassfish.grizzly.nio.transport.TCPNIOTransport
 435:            56           1344  org.glassfish.grizzly.utils.Holder$3
 436:            54           1296  java.net.Inet4Address (java.base)
 437:            54           1296  java.security.spec.ECPoint (java.base)
 438:            54           1296  org.spec.jbb.sm.discount.BOGODiscount
 439:            23           1288  java.util.jar.JarFile (java.base)
 440:            39           1280  [Ljava.math.BigInteger; (java.base)
 441:            20           1280  sun.security.ec.SunEC$ProviderService (jdk.crypto.ec)
 442:            26           1248  [[Lorg.glassfish.grizzly.filterchain.DefaultFilterChain$FilterStateElement;
 443:            26           1248  sun.nio.ch.SocketAdaptor (java.base)
 444:            52           1248  sun.reflect.generics.reflectiveObjects.ParameterizedTypeImpl (java.base)
 445:            38           1216  jdk.internal.reflect.NativeMethodAccessorImpl (java.base)
 446:            38           1216  org.spec.jbb.core.sequencer.RangeSequencer
 447:            74           1184  org.glassfish.grizzly.filterchain.FilterChainContext$1
 448:            18           1152  com.sun.xml.bind.v2.runtime.output.NamespaceContextImpl$Element
 449:             9           1152  org.spec.jbb.hq.entity.SMBusinessReport
 450:            71           1136  jdk.internal.reflect.DelegatingMethodAccessorImpl (java.base)
 451:            71           1136  org.spec.jbb.hq.tx.request.RandomReceiptRequest
 452:            71           1136  org.spec.jbb.hq.tx.response.RandomReceiptResponse
 453:            71           1136  org.spec.jbb.sm.tx.request.ProductReturnRequest
 454:            28           1120  java.util.TreeMap$Entry (java.base)
 455:            70           1120  jdk.internal.module.ModuleReferences$$Lambda$4/0x000000080003eec0 (java.base)
 456:            28           1120  jdk.internal.ref.Cleaner (java.base)
 457:            70           1120  org.glassfish.grizzly.monitoring.DefaultMonitoringConfig
 458:            28           1120  org.glassfish.grizzly.threadpool.SyncThreadPool$SyncThreadWorker
 459:            70           1120  org.spec.jbb.core.comm.transport.EmptyTransport
 460:            70           1120  org.spec.jbb.core.comm.transport.NullTransport
 461:            23           1104  jdk.internal.loader.URLClassPath$JarLoader (java.base)
 462:             1           1096  [Lsun.security.util.KnownOIDs; (java.base)
 463:            27           1080  java.lang.invoke.VarHandleReferences$FieldInstanceReadWrite (java.base)
 464:            27           1080  org.glassfish.grizzly.nio.DirectByteBufferRecord
 465:            22           1056  java.lang.invoke.LambdaFormEditor$Transform (java.base)
 466:            44           1056  org.spec.jbb.hq.tx.CustomerProductReviewTransaction
 467:             5           1048  [Lcom.sun.xml.bind.v2.runtime.output.Encoded;
 468:             1           1040  [Ljava.lang.Byte; (java.base)
 469:             1           1040  [Ljava.lang.Long; (java.base)
 470:             1           1040  [Ljava.lang.Short; (java.base)
 471:            65           1040  org.spec.jbb.core.collections.HashMultiSet$EntrySet
 472:            43           1032  java.util.regex.Pattern$Slice (java.base)
 473:            42           1008  sun.reflect.generics.repository.FieldRepository (java.base)
 474:            31            992  java.lang.invoke.VarHandle$AccessMode (java.base)
 475:            62            992  org.spec.jbb.core.collections.CollectionUtils$2
 476:            62            992  org.spec.jbb.core.collections.CollectionUtils$3
 477:            24            960  com.sun.crypto.provider.CipherBlockChaining (java.base)
 478:            60            960  java.net.InetSocketAddress (java.base)
 479:            30            960  java.security.Provider$EngineDescription (java.base)
 480:            40            960  java.util.ImmutableCollections$ListN (java.base)
 481:            30            960  org.glassfish.grizzly.attributes.IndexedAttributeHolder
 482:            30            960  org.spec.jbb.util.BooleanProperty
 483:            30            960  sun.nio.ch.DummySocketImpl (java.base)
 484:            34            928  [Lorg.glassfish.grizzly.IOEvent;
 485:            57            912  org.spec.jbb.util.IntegerProperty$1
 486:            28            896  java.io.File (java.base)
 487:            28            896  java.nio.DirectByteBuffer$Deallocator (java.base)
 488:            37            888  java.lang.RuntimePermission (java.base)
 489:            27            864  org.spec.jbb.hq.tx.CustomerBuyingBehaviorTransaction
 490:            53            848  org.spec.jbb.hq.tx.response.NoDataForDataMiningResponse
 491:             6            840  [D (java.base)
 492:            35            840  org.spec.jbb.core.comm.transport.TransportFactory
 493:            13            832  org.jcp.xml.dsig.internal.dom.XMLDSigRI$ProviderService (java.xml.crypto)
 494:            26            832  org.spec.jbb.hq.tx.AssociativityOfProductTransaction
 495:            34            816  jdk.internal.loader.AbstractClassLoaderValue$Sub (java.base)
 496:            17            816  org.spec.jbb.core.comm.Interconnect$UplinkImpl
 497:            33            792  java.io.ObjectStreamClass$ExceptionInfo (java.base)
 498:             9            792  java.util.regex.Pattern (java.base)
 499:            14            784  com.sun.xml.bind.v2.runtime.property.ArrayElementNodeProperty
 500:            24            768  com.sun.crypto.provider.AESCrypt (java.base)
 501:            24            768  java.util.zip.ZipFile$CleanableResource (java.base)
 502:            23            736  java.io.RandomAccessFile (java.base)
 503:            30            720  [Ljava.nio.channels.SelectionKey; (java.base)
 504:            30            720  java.util.Collections$SetFromMap (java.base)
 505:            30            720  org.glassfish.grizzly.attributes.IndexedAttributeHolder$Snapshot
 506:            30            720  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap
 507:            44            704  org.spec.jbb.hq.tx.request.CustomerProductReviewMessage
 508:            22            704  org.spec.jbb.util.EnumProperty
 509:            17            680  org.spec.jbb.core.comm.Interconnect$Downlink
 510:            16            672  [Ljava.lang.invoke.MethodType; (java.base)
 511:            21            672  joptsimple.internal.AbbreviationMap
 512:            27            648  org.spec.jbb.hq.tx.request.CustomerBuyingBehaviorRequest
 513:            20            640  com.sun.xml.bind.v2.runtime.property.ArrayERProperty$ItemsLoader
 514:            16            640  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base)
 515:            20            640  sun.reflect.generics.repository.ClassRepository (java.base)
 516:            25            632  [[I (java.base)
 517:             3            624  [Ljava.lang.invoke.LambdaForm; (java.base)
 518:            26            624  java.security.spec.ECFieldF2m (java.base)
 519:            26            624  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap$ProcessorState
 520:            26            624  org.spec.jbb.hq.tx.request.AssociativityOfProductRequest
 521:            38            608  java.lang.constant.ReferenceClassDescImpl (java.base)
 522:            15            600  java.lang.invoke.BoundMethodHandle$Species_LL (java.base)
 523:            25            600  java.security.Permissions (java.base)
 524:            25            600  java.util.zip.Inflater$InflaterZStreamRef (java.base)
 525:            10            576  [Ljava.util.Hashtable$Entry; (java.base)
 526:            24            576  com.sun.crypto.provider.AESCipher$General (java.base)
 527:            24            576  com.sun.xml.bind.v2.runtime.property.ArrayERProperty$ReceiverImpl
 528:            24            576  com.sun.xml.bind.v2.runtime.reflect.Lister$CollectionLister$1
 529:            18            576  java.util.LinkedList (java.base)
 530:             4            576  org.glassfish.grizzly.nio.transport.TCPNIOServerConnection
 531:            18            576  sun.reflect.generics.reflectiveObjects.TypeVariableImpl (java.base)
 532:            10            560  com.sun.xml.bind.v2.runtime.property.ArrayElementLeafProperty
 533:            10            560  java.nio.HeapByteBuffer (java.base)
 534:             7            560  java.util.concurrent.TimeUnit (java.base)
 535:             7            560  org.spec.jbb.core.Topology
 536:            10            560  sun.invoke.util.Wrapper (java.base)
 537:            23            552  java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject (java.base)
 538:            23            552  java.util.zip.ZipFile$Source$Key (java.base)
 539:            23            552  org.spec.jbb.core.collections.ConcurrentMultiMap$Entry
 540:            17            544  org.spec.jbb.infra.txinjector.BusinessRequestName
 541:             1            528  [Ljava.lang.Character; (java.base)
 542:            11            528  java.lang.invoke.BoundMethodHandle$SpeciesData (java.base)
 543:            11            528  org.spec.jbb.util.NonNegativeIntProperty
 544:            22            528  sun.security.util.LazyCodeSourcePermissionCollection (java.base)
 545:            11            520  [Ljava.util.regex.Pattern$Node; (java.base)
 546:            16            512  java.time.temporal.ChronoUnit (java.base)
 547:            21            504  java.util.regex.Pattern$GroupHead (java.base)
 548:            21            504  java.util.regex.Pattern$GroupTail (java.base)
 549:             7            496  [Lsun.invoke.util.Wrapper; (java.base)
 550:            20            480  com.sun.xml.bind.v2.runtime.unmarshaller.XsiNilLoader$Array
 551:            12            480  java.lang.OutOfMemoryError (java.base)
 552:            10            480  java.util.Hashtable (java.base)
 553:            30            480  java.util.concurrent.locks.ReentrantReadWriteLock$ReadLock (java.base)
 554:            30            480  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter (java.base)
 555:            30            480  java.util.concurrent.locks.ReentrantReadWriteLock$WriteLock (java.base)
 556:            30            480  org.glassfish.grizzly.attributes.IndexedAttributeHolder$IndexedAttributeAccessorImpl
 557:            30            480  org.glassfish.grizzly.nio.NIOConnection$1
 558:            30            480  org.glassfish.grizzly.nio.NIOConnection$7
 559:            30            480  org.glassfish.grizzly.nio.NIOConnection$8
 560:            30            480  org.spec.jbb.util.BooleanProperty$1
 561:            20            480  sun.reflect.generics.tree.ClassSignature (java.base)
 562:            29            464  jdk.proxy2.$Proxy1 (jdk.proxy2)
 563:             8            448  java.nio.DirectLongBufferU (java.base)
 564:             8            448  java.util.Properties (java.base)
 565:             7            448  org.glassfish.grizzly.threadpool.SyncThreadPool
 566:            28            448  org.spec.jbb.core.counters.ThreadHashedCounter
 567:            14            448  sun.reflect.annotation.AnnotationType (java.base)
 568:            11            440  [Ljava.lang.invoke.BoundMethodHandle$SpeciesData; (java.base)
 569:            11            440  java.lang.invoke.VarHandleInts$FieldInstanceReadWrite (java.base)
 570:            18            432  [Lsun.reflect.generics.tree.FieldTypeSignature; (java.base)
 571:             1            432  [[[C (java.base)
 572:            18            432  com.sun.xml.bind.v2.model.core.Adapter
 573:            18            432  java.security.BasicPermissionCollection (java.base)
 574:            27            432  java.security.spec.ECFieldFp (java.base)
 575:            18            432  java.text.DateFormat$Field (java.base)
 576:            18            432  sun.reflect.generics.tree.FormalTypeParameter (java.base)
 577:            20            416  [Lsun.reflect.generics.tree.FormalTypeParameter; (java.base)
 578:            26            416  jdk.proxy2.$Proxy4 (jdk.proxy2)
 579:            26            416  org.glassfish.grizzly.filterchain.DefaultFilterChain$FiltersState
 580:            26            416  org.glassfish.grizzly.nio.transport.TCPNIOConnection$1
 581:            26            416  org.glassfish.grizzly.nio.transport.TCPNIOConnection$2
 582:            13            416  org.spec.jbb.hq.HQStatistics
 583:            17            408  java.time.Duration (java.base)
 584:            17            408  org.spec.jbb.core.collections.ConcurrentWeakHashMap
 585:            17            408  org.spec.jbb.core.comm.Interconnect$UplinkImpl$1
 586:            17            408  sun.nio.ch.OptionKey (java.base)
 587:            17            408  sun.nio.ch.SocketOptionRegistry$RegistryKey (java.base)
 588:            12            400  [Ljava.lang.constant.ClassDesc; (java.base)
 589:            25            400  java.util.WeakHashMap$KeySet (java.base)
 590:            25            400  org.glassfish.grizzly.Writer$Reentrant
 591:            25            400  org.glassfish.grizzly.asyncqueue.RecordWriteResult$SettableHolder
 592:             5            400  org.spec.jbb.hq.tx.SupermarketAudit
 593:            10            400  sun.util.resources.Bundles$BundleReference (java.base)
 594:             7            392  java.util.concurrent.ConcurrentHashMap$EntryIterator (java.base)
 595:             7            392  java.util.concurrent.ConcurrentHashMap$KeyIterator (java.base)
 596:            20            384  [Lsun.reflect.generics.tree.ClassTypeSignature; (java.base)
 597:            24            384  com.sun.crypto.provider.PKCS5Padding (java.base)
 598:            12            384  com.sun.xml.bind.v2.runtime.reflect.AdaptedAccessor
 599:            16            384  java.util.jar.Manifest (java.base)
 600:            12            384  org.spec.jbb.util.LongProperty
 601:            12            384  sun.security.jca.ProviderConfig (java.base)
 602:             1            376  java.lang.ref.Finalizer$FinalizerThread (java.base)
 603:             1            376  java.util.logging.LogManager$Cleaner (java.logging)
 604:             1            376  jdk.internal.misc.InnocuousThread (java.base)
 605:             1            368  java.lang.ref.Reference$ReferenceHandler (java.base)
 606:            23            368  sun.nio.fs.UnixFileAttributes$UnixAsBasicFileAttributes (java.base)
 607:            15            360  java.lang.invoke.Invokers (java.base)
 608:             9            360  java.lang.ref.Finalizer (java.base)
 609:             9            360  java.util.WeakHashMap$Entry (java.base)
 610:            15            360  java.util.regex.Pattern$BmpCharProperty (java.base)
 611:             4            352  com.sun.xml.bind.v2.runtime.output.UTF8XmlOutput
 612:            22            352  com.sun.xml.bind.v2.runtime.reflect.Lister$CollectionLister
 613:            11            352  java.lang.constant.DirectMethodHandleDesc$Kind (java.base)
 614:            22            352  java.security.SecureClassLoader$CodeSourceKey (java.base)
 615:            22            352  java.util.LinkedHashMap$LinkedEntrySet (java.base)
 616:            11            352  java.util.regex.Pattern$Branch (java.base)
 617:            22            352  org.spec.jbb.core.sequencer.AtomicGrowingSequencer
 618:            22            352  org.spec.jbb.util.EnumProperty$1
 619:             4            352  sun.nio.ch.ServerSocketChannelImpl (java.base)
 620:             5            336  [S (java.base)
 621:            21            336  java.util.TreeMap$Values (java.base)
 622:             7            336  org.glassfish.grizzly.nio.transport.TCPNIOTransport$TransportConnectorHandler
 623:            14            336  org.spec.jbb.hq.tx.OnlineOrderProcessTransaction
 624:            14            336  org.spec.jbb.hq.tx.ProcessHQInvoicesTransaction
 625:             7            336  sun.nio.cs.StreamEncoder (java.base)
 626:             7            336  sun.nio.cs.UTF_8$Encoder (java.base)
 627:             6            336  sun.util.calendar.ZoneInfo (java.base)
 628:             8            320  java.lang.WeakPairMap$Pair$Weak (java.base)
 629:            10            320  java.lang.constant.DirectMethodHandleDescImpl (java.base)
 630:            10            320  java.util.concurrent.LinkedTransferQueue$Node (java.base)
 631:            10            320  jdk.internal.reflect.UnsafeQualifiedLongFieldAccessorImpl (java.base)
 632:            10            320  org.spec.jbb.core.comm.transport.TransportType
 633:            10            320  org.spec.jbb.util.FloatProperty
 634:            10            320  sun.util.resources.Bundles$CacheKey (java.base)
 635:            13            312  java.lang.invoke.VarForm (java.base)
 636:            13            312  java.util.regex.Pattern$BmpCharPropertyGreedy (java.base)
 637:            19            304  sun.reflect.generics.tree.TypeVariableSignature (java.base)
 638:            12            288  [Ljava.lang.reflect.TypeVariable; (java.base)
 639:            12            288  java.lang.annotation.ElementType (java.base)
 640:             9            288  java.lang.constant.PrimitiveClassDescImpl (java.base)
 641:            12            288  java.net.StandardSocketOptions$StdSocketOption (java.base)
 642:             2            288  java.text.DecimalFormat (java.base)
 643:             9            288  java.util.Hashtable$Entry (java.base)
 644:             9            288  java.util.logging.Level (java.logging)
 645:             9            288  java.util.logging.Level$KnownLevel (java.logging)
 646:             9            288  jdk.internal.org.objectweb.asm.Type (java.base)
 647:            12            288  org.glassfish.grizzly.threadpool.AbstractThreadPool$3
 648:            12            288  org.glassfish.grizzly.threadpool.AbstractThreadPool$5
 649:            12            288  org.glassfish.grizzly.threadpool.GrizzlyExecutorService
 650:             6            288  org.spec.jbb.util.RangeIntProperty
 651:             1            280  [Ljava.lang.invoke.LambdaForm$Kind; (java.base)
 652:             7            280  java.util.IdentityHashMap (java.base)
 653:             7            280  sun.util.locale.provider.LocaleResources$ResourceReference (java.base)
 654:            11            264  java.lang.invoke.MethodHandleImpl$Intrinsic (java.base)
 655:             3            264  java.util.jar.JarVerifier (java.base)
 656:            11            264  org.spec.jbb.infra.AgentState
 657:             8            256  java.lang.WeakPairMap$Pair$Weak$1 (java.base)
 658:             8            256  java.lang.reflect.ProxyGenerator$PrimitiveTypeInfo (java.base)
 659:            16            256  java.util.jar.Attributes (java.base)
 660:             8            256  jdk.internal.reflect.UnsafeQualifiedObjectFieldAccessorImpl (java.base)
 661:             8            256  org.glassfish.grizzly.ThreadCache$CachedTypeIndex
 662:             2            256  org.spec.jbb.sm.SM
 663:             6            240  com.sun.xml.bind.v2.model.impl.RuntimeArrayInfoImpl
 664:             6            240  com.sun.xml.bind.v2.runtime.ArrayBeanInfoImpl
 665:             6            240  java.io.BufferedWriter (java.base)
 666:            10            240  java.lang.Double (java.base)
 667:            10            240  java.lang.constant.MethodTypeDescImpl (java.base)
 668:             6            240  java.lang.invoke.MethodHandleImpl$AsVarargsCollector (java.base)
 669:            10            240  java.nio.charset.CoderResult (java.base)
 670:            10            240  java.nio.file.StandardOpenOption (java.base)
 671:             5            240  java.util.concurrent.ArrayBlockingQueue (java.base)
 672:            10            240  java.util.regex.Pattern$$Lambda$36/0x00000008000ec250 (java.base)
 673:             6            240  jdk.internal.loader.NativeLibraries$NativeLibraryImpl (java.base)
 674:             6            240  org.glassfish.grizzly.nio.tmpselectors.TemporarySelectorPool
 675:             5            240  org.glassfish.grizzly.threadpool.FixedThreadPool
 676:            10            240  org.spec.jbb.core.collections.CollectionUtils$9
 677:             5            240  org.spec.jbb.core.collections.UpdateHashMap
 678:             6            240  org.spec.jbb.infra.BackendPerformanceData
 679:             5            232  [Ljava.lang.invoke.LambdaForm$NamedFunction; (java.base)
 680:            13            224  [Ljava.lang.constant.ConstantDesc; (java.base)
 681:             4            224  com.sun.xml.bind.v2.model.impl.RuntimeAttributePropertyInfoImpl
 682:            14            224  java.lang.Float (java.base)
 683:            14            224  java.lang.ThreadLocal (java.base)
 684:             7            224  java.util.TreeMap$EntryIterator (java.base)
 685:             7            224  joptsimple.OptionSpecBuilder
 686:             7            224  org.glassfish.grizzly.nio.transport.TCPNIOAsyncQueueWriter
 687:             7            224  org.glassfish.grizzly.nio.transport.TCPNIOBindingHandler
 688:             7            224  org.spec.jbb.core.comm.connectivity.grizzlynio.GrizzlyTransport
 689:            14            224  org.spec.jbb.hq.tx.request.OnlineOrderProcessRequest
 690:            14            224  org.spec.jbb.hq.tx.request.ProcessHQInvoicesRequest
 691:             9            216  java.lang.NamedPackage (java.base)
 692:             9            216  java.util.Collections$SynchronizedRandomAccessList (java.base)
 693:             9            216  java.util.concurrent.locks.ReentrantReadWriteLock (java.base)
 694:             9            216  org.spec.jbb.core.EntityType
 695:             9            216  org.spec.jbb.core.collections.CollectionUtils$LazyMix
 696:             9            216  org.spec.jbb.infra.IterationLabel
 697:             3            216  sun.security.provider.NativePRNG$RandomIO (java.base)
 698:             9            216  sun.util.logging.PlatformLogger$Level (java.base)
 699:             2            208  com.sun.xml.bind.v2.runtime.XMLSerializer
 700:             2            200  [Ljava.text.DateFormat$Field; (java.base)
 701:             5            200  java.lang.invoke.DirectMethodHandle$Interface (java.base)
 702:             5            200  java.util.stream.StreamOpFlag (java.base)
 703:             5            200  org.spec.jbb.Launcher$RunCategory
 704:             6            192  com.sun.xml.bind.v2.model.impl.ClassInfoImpl$SecondaryAnnotation
 705:             2            192  com.sun.xml.bind.v2.runtime.JAXBContextImpl
 706:             6            192  java.lang.invoke.LambdaForm$BasicType (java.base)
 707:             8            192  java.math.RoundingMode (java.base)
 708:             6            192  java.net.Inet6Address$Inet6AddressHolder (java.base)
 709:             8            192  java.net.NetPermission (java.base)
 710:            12            192  java.util.Collections$SingletonSet (java.base)
 711:             6            192  java.util.ImmutableCollections$MapN (java.base)
 712:             8            192  jdk.internal.perf.PerfCounter (java.base)
 713:             8            192  org.glassfish.grizzly.IOEvent
 714:             8            192  org.glassfish.grizzly.filterchain.DefaultFilterChain
 715:             8            192  org.spec.jbb.Launcher$RunnerType
 716:             8            192  org.spec.jbb.core.collections.queues.QueueType
 717:             8            192  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnitDecoder
 718:             8            192  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnitEncoder
 719:             8            192  org.spec.jbb.core.comm.connectivity.grizzlynio.proto.ProtocolDataUnitFilter
 720:             6            192  org.spec.jbb.reporter.RawResult$ValidationReporterResult
 721:            12            192  org.spec.jbb.util.LongProperty$1
 722:             6            192  org.spec.jbb.util.Property
 723:             2            176  [Lorg.spec.jbb.infra.txinjector.BusinessRequestName;
 724:             2            176  java.text.DecimalFormatSymbols (java.base)
 725:            11            176  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base)
 726:            11            176  java.util.regex.Pattern$$Lambda$38/0x00000008000edf78 (java.base)
 727:            11            176  java.util.regex.Pattern$BranchConn (java.base)
 728:            11            176  org.spec.jbb.util.FloatProperty$1
 729:             7            168  [Lorg.glassfish.grizzly.threadpool.ThreadPoolProbe;
 730:             1            168  [[Ljava.math.BigInteger; (java.base)
 731:             7            168  com.sun.xml.bind.v2.model.impl.ClassInfoImpl$PropertyGroup
 732:             7            168  java.io.OutputStreamWriter (java.base)
 733:             7            168  java.lang.System$Logger$Level (java.base)
 734:             7            168  java.util.concurrent.ConcurrentHashMap$MapEntry (java.base)
 735:             7            168  org.glassfish.grizzly.AbstractTransport$1
 736:             7            168  org.glassfish.grizzly.ProcessorResult$Status
 737:             7            168  org.glassfish.grizzly.asyncqueue.AsyncQueueIO$ImmutableAsyncQueueIO
 738:             7            168  org.glassfish.grizzly.filterchain.FilterChainContext$Operation
 739:             7            168  org.glassfish.grizzly.nio.tmpselectors.TemporarySelectorIO
 740:             7            168  org.glassfish.grizzly.nio.transport.TCPNIOAsyncQueueReader
 741:             7            168  org.glassfish.grizzly.utils.StateHolder
 742:             7            168  org.spec.jbb.core.collections.sampling.RandomArraySamplingBuffer
 743:             7            168  org.spec.jbb.core.comm.SourceType
 744:             3            168  org.spec.jbb.core.purchase.CustomerSpecificPurchaseAgent
 745:             3            168  org.spec.jbb.core.threadpools.ForkJoinThreadPool
 746:             7            168  org.spec.jbb.hq.tx.InstallmentPurchasePaymentTransaction
 747:             7            168  org.spec.jbb.hq.tx.InstallmentPurchaseVoidTransaction
 748:             7            168  org.spec.jbb.infra.ControllerType
 749:             7            168  org.spec.jbb.util.PropertyAttribute
 750:             3            168  org.spec.jbb.util.random.TriangleRandom
 751:             2            160  [Ljava.lang.constant.DirectMethodHandleDesc$Kind; (java.base)
 752:             2            160  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base)
 753:             5            160  com.sun.xml.bind.v2.model.core.PropertyKind
 754:             4            160  com.sun.xml.bind.v2.runtime.property.AttributeProperty
 755:             4            160  java.io.PrintStream (java.base)
 756:             5            160  java.lang.invoke.VarHandle$AccessType (java.base)
 757:            10            160  java.util.Formatter$Flags (java.base)
 758:             5            160  java.util.UUID (java.base)
 759:             5            160  java.util.concurrent.ForkJoinTask$AdaptedInterruptibleCallable (java.base)
 760:            10            160  jdk.proxy2.$Proxy14 (jdk.proxy2)
 761:             4            160  joptsimple.RequiredArgumentOptionSpec
 762:             4            160  org.eclipse.jetty.util.log.StdErrLog
 763:             5            160  org.glassfish.grizzly.attributes.Attribute
 764:             5            160  org.spec.jbb.core.threadpools.ThreadPoolType
 765:             5            160  org.spec.jbb.hq.entity.ShippingCompany
 766:             4            160  sun.nio.ch.ServerSocketAdaptor (java.base)
 767:             5            160  sun.util.locale.provider.LocaleProviderAdapter$Type (java.base)
 768:             5            160  sun.util.locale.provider.LocaleResources (java.base)
 769:             3            152  [Ljava.lang.annotation.ElementType; (java.base)
 770:             3            144  [F (java.base)
 771:             1            144  [Ljava.lang.invoke.VarHandle$AccessMode; (java.base)
 772:             2            144  [Ljava.math.BigDecimal; (java.base)
 773:             1            144  [[Lorg.glassfish.grizzly.IOEvent;
 774:             6            144  com.sun.xml.bind.v2.runtime.ArrayBeanInfoImpl$ArrayLoader
 775:             2            144  com.sun.xml.bind.v2.runtime.MarshallerImpl
 776:             6            144  com.sun.xml.bind.v2.runtime.reflect.AdaptedLister
 777:             6            144  java.lang.Thread$State (java.base)
 778:             3            144  java.lang.ThreadGroup (java.base)
 779:             6            144  java.net.Inet6Address (java.base)
 780:             2            144  java.util.concurrent.ScheduledThreadPoolExecutor (java.base)
 781:             2            144  java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask (java.base)
 782:             3            144  java.util.concurrent.ThreadPoolExecutor$Worker (java.base)
 783:             6            144  java.util.concurrent.locks.ReentrantReadWriteLock$Sync$HoldCounter (java.base)
 784:             6            144  java.util.regex.Pattern$Start (java.base)
 785:             6            144  javax.xml.datatype.DatatypeConstants$Field (java.xml)
 786:             6            144  jdk.net.ExtendedSocketOptions$ExtSocketOption (jdk.net)
 787:             9            144  jdk.proxy2.$Proxy7 (jdk.proxy2)
 788:             6            144  org.glassfish.grizzly.ProcessorResult
 789:             6            144  org.glassfish.grizzly.Transport$State
 790:             6            144  org.glassfish.grizzly.nio.RoundRobinConnectionDistributor
 791:             6            144  org.glassfish.grizzly.nio.RoundRobinConnectionDistributor$SharedIterator
 792:             6            144  org.spec.jbb.core.collections.CardMix
 793:             6            144  org.spec.jbb.core.locks.DelegateLockManager
 794:             6            144  org.spec.jbb.core.purchase.PurchaseAgent$Type
 795:             6            144  org.spec.jbb.core.tx.SimpleTransactionExecutor
 796:             6            144  org.spec.jbb.infra.validation.ValidationLevel
 797:             3            144  org.spec.jbb.sm.coupon.CouponFactory
 798:             6            144  org.spec.jbb.util.random.SpecRandomType
 799:             3            144  org.spec.jbb.util.random.TruncatedExponentialRandom
 800:             1            144  sun.security.pkcs11.SunPKCS11 (jdk.crypto.cryptoki)
 801:             4            128  com.sun.xml.bind.v2.model.impl.RuntimeEnumConstantImpl
 802:             2            128  com.sun.xml.bind.v2.model.impl.RuntimeEnumLeafInfoImpl
 803:             4            128  java.lang.invoke.MethodHandles$Lookup (java.base)
 804:             2            128  java.security.SecureRandom (java.base)
 805:             2            128  java.text.DateFormatSymbols (java.base)
 806:             8            128  java.util.TreeMap$EntrySet (java.base)
 807:             4            128  java.util.concurrent.Semaphore$NonfairSync (java.base)
 808:             8            128  java.util.regex.Pattern$BitClass (java.base)
