SNo , SZ_MULT , BYTES, INST, CYCLES, SEC
1 , .00048828125000000000 , 16, 60,89,61,572, 1,04,65,76,932, 0.387122758
2 , .00097656250000000000 , 32, 60,89,91,353, 1,04,66,29,510, 0.386915946
3 , .00195312500000000000 , 64, 60,88,19,782, 1,04,64,45,594, 0.338751856
4 , .00390625000000000000 , 128, 60,90,03,290, 1,04,65,60,273, 0.386758879
5 , .00781250000000000000 , 256, 60,90,82,755, 1,28,16,03,603, 0.402153962
6 , .01562500000000000000 , 512, 60,94,09,452, 1,41,65,10,265, 0.524083033
7 , .03125000000000000000 , 1024, 60,98,26,403, 1,75,27,81,538, 0.649368806
8 , .06250000000000000000 , 2048, 61,10,75,524, 2,96,24,19,464, 0.955045011
9 , .12500000000000000000 , 4096, 62,36,56,667, 4,04,28,21,967, 1.500947118
10 , .25000000000000000000 , 8192, 61,49,79,495, 6,19,10,07,370, 2.297375459
11 , .50000000000000000000 , 16384, 62,03,96,229, 10,49,56,86,816, 4.044637617
12 , 1.00000000000000000000 , 32768, 63,10,24,826, 19,28,59,33,141, 7.432776371
