SNo , SZ_MULT , BYTES, INST, CYCLES, SEC
1 , .00048828125000000000 , 16, 60,80,17,198, 1,04,55,43,823, 0.338378248
2 , .00097656250000000000 , 32, 60,79,95,909, 1,04,54,62,948, 0.328078157
3 , .00195312500000000000 , 64, 60,80,72,916, 1,04,55,12,169, 0.338361138
4 , .00390625000000000000 , 128, 60,80,10,114, 1,04,54,79,151, 0.328281140
5 , .00781250000000000000 , 256, 60,90,00,924, 1,28,11,45,369, 0.414606027
6 , .01562500000000000000 , 512, 60,83,81,016, 1,41,54,37,766, 0.444174612
7 , .03125000000000000000 , 1024, 60,86,63,393, 1,75,13,62,321, 0.549402815
8 , .06250000000000000000 , 2048, 60,99,59,632, 2,96,21,02,055, 0.958125015
9 , .12500000000000000000 , 4096, 61,06,35,424, 4,03,64,80,562, 1.190607512
10 , .25000000000000000000 , 8192, 61,31,56,831, 6,18,84,72,944, 1.982164794
11 , .50000000000000000000 , 16384, 61,71,74,648, 10,49,07,27,972, 3.286881713
12 , 1.00000000000000000000 , 32768, 62,57,58,176, 19,22,91,55,017, 6.045449741
