SNo , SZ_MULT , BYTES, INST, CYCLES, SEC
1 , .00048828125000000000 , 16, 60,80,29,079, 1,04,55,65,710, 0.338446685
2 , .00097656250000000000 , 32, 60,80,45,576, 1,04,56,11,407, 0.337156499
3 , .00195312500000000000 , 64, 60,80,21,739, 1,04,55,69,593, 0.338386014
4 , .00390625000000000000 , 128, 60,79,98,712, 1,04,54,06,233, 0.337255360
5 , .00781250000000000000 , 256, 60,82,52,723, 1,28,07,21,792, 0.401833311
6 , .01562500000000000000 , 512, 60,83,56,509, 1,41,52,26,404, 0.444142001
7 , .03125000000000000000 , 1024, 60,87,31,721, 1,75,13,36,587, 0.549289558
8 , .06250000000000000000 , 2048, 60,98,36,156, 2,96,19,46,534, 0.928575149
9 , .12500000000000000000 , 4096, 61,10,38,994, 4,03,71,47,913, 1.305732297
10 , .25000000000000000000 , 8192, 61,30,88,521, 6,18,82,77,373, 1.965183648
11 , .50000000000000000000 , 16384, 61,70,03,243, 10,48,99,19,864, 3.176819495
12 , 1.00000000000000000000 , 32768, 62,96,22,063, 19,20,62,25,312, 6.210488189
